,et0_mm_day
1996-08-01,12.013801
1996-09-01,10.573812
1996-10-01,12.462124
1996-11-01,12.209125
1996-12-01,11.3060255
1997-01-01,11.358521
1997-02-01,14.22853
1997-03-01,15.634976
1997-04-01,15.530289
1997-05-01,14.20169
1997-06-01,13.65567
1997-07-01,10.725639
1997-08-01,10.970585
1997-09-01,11.765115
1997-10-01,12.235209
1997-11-01,12.993589
1997-12-01,11.375304
1998-01-01,11.551007
1998-02-01,12.884453
1998-03-01,15.092887
1998-04-01,15.934255
1998-05-01,15.629411
1998-06-01,14.889158
1998-07-01,12.919538
1998-08-01,10.816082
1998-09-01,10.006893
1998-10-01,11.803508
1998-11-01,13.3880005
1998-12-01,11.704408
1999-01-01,11.472769
1999-02-01,14.190592
1999-03-01,14.959894
1999-04-01,17.226927
1999-05-01,15.200101
1999-06-01,14.346592
1999-07-01,12.188278
1999-08-01,11.158488
1999-09-01,11.56665
1999-10-01,11.638887
1999-11-01,13.434432
1999-12-01,11.374712
2000-01-01,12.40503
2000-02-01,14.767319
2000-03-01,16.073845
2000-04-01,15.641212
2000-05-01,14.483921
2000-06-01,14.551975
2000-07-01,13.513282
2000-08-01,13.255015
2000-09-01,12.203075
2000-10-01,13.49951
2000-11-01,13.18188
2000-12-01,10.704003
2001-01-01,11.173002
2001-02-01,13.627134
2001-03-01,14.451324
2001-04-01,16.911776
2001-05-01,16.067446
2001-06-01,13.02401
2001-07-01,12.304046
2001-08-01,12.014069
2001-09-01,11.586558
2001-10-01,13.968628
2001-11-01,12.967176
2001-12-01,11.518948
2002-01-01,12.038008
2002-02-01,13.675981
2002-03-01,14.966212
2002-04-01,17.206713
2002-05-01,16.706034
2002-06-01,14.019765
2002-07-01,13.890706
2002-08-01,12.717321
2002-09-01,11.737045
2002-10-01,13.298437
2002-11-01,13.113916
2002-12-01,11.844449
2003-01-01,11.330255
2003-02-01,14.287673
2003-03-01,16.173578
2003-04-01,16.423014
2003-05-01,15.641846
2003-06-01,13.505988
2003-07-01,11.90465
2003-08-01,10.4463625
2003-09-01,12.062304
2003-10-01,12.974471
2003-11-01,13.290294
2003-12-01,11.488758
2004-01-01,12.085505
2004-02-01,13.170332
2004-03-01,15.8922
2004-04-01,15.622989
2004-05-01,15.529893
2004-06-01,13.6219635
2004-07-01,13.614312
2004-08-01,12.712568
2004-09-01,12.570705
2004-10-01,13.563447
2004-11-01,13.239198
2004-12-01,11.288114
2005-01-01,11.547774
2005-02-01,14.3933
2005-03-01,15.897177
2005-04-01,16.832613
2005-05-01,14.717958
2005-06-01,14.125422
2005-07-01,12.486837
2005-08-01,11.792079
2005-09-01,12.132019
2005-10-01,12.970426
2005-11-01,13.459168
2005-12-01,11.327699
2006-01-01,12.156233
2006-02-01,14.004596
2006-03-01,15.717604
2006-04-01,16.299982
2006-05-01,14.5707655
2006-06-01,14.003329
2006-07-01,13.66996
2006-08-01,11.959612
2006-09-01,11.54248
2006-10-01,11.639335
2006-11-01,13.644613
2006-12-01,11.410154
2007-01-01,11.343368
2007-02-01,13.043791
2007-03-01,15.675365
2007-04-01,16.10621
2007-05-01,15.837171
2007-06-01,13.436146
2007-07-01,12.4102125
2007-08-01,10.74677
2007-09-01,12.377344
2007-10-01,12.290828
2007-11-01,13.579316
2007-12-01,11.909739
2008-01-01,12.168348
2008-02-01,13.50157
2008-03-01,15.251383
2008-04-01,15.299823
2008-05-01,15.707798
2008-06-01,14.655143
2008-07-01,13.85159
2008-08-01,12.774341
2008-09-01,11.971108
2008-10-01,13.630174
2008-11-01,12.6567745
2008-12-01,11.505343
2009-01-01,11.941999
2009-02-01,14.259927
2009-03-01,16.044981
2009-04-01,16.607471
2009-05-01,17.5761
2009-06-01,14.41931
2009-07-01,13.503604
2009-08-01,12.271784
2009-09-01,12.201138
2009-10-01,13.670951
2009-11-01,13.912134
2009-12-01,11.226967
2010-01-01,11.999466
2010-02-01,13.25807
2010-03-01,15.291304
2010-04-01,16.920872
2010-05-01,15.106209
2010-06-01,14.231771
2010-07-01,12.651428
2010-08-01,12.440689
2010-09-01,12.240775
2010-10-01,11.761814
2010-11-01,13.154477
2010-12-01,11.558622
2011-01-01,11.664778
2011-02-01,14.776603
2011-03-01,16.200766
2011-04-01,17.314226
2011-05-01,15.679024
2011-06-01,14.427013
2011-07-01,13.963156
2011-08-01,12.996197
2011-09-01,12.787521
2011-10-01,13.183832
2011-11-01,13.083562
2011-12-01,11.529178
2012-01-01,12.890689
2012-02-01,14.278717
2012-03-01,16.128056
2012-04-01,16.170118
2012-05-01,16.027227
2012-06-01,13.772458
2012-07-01,13.7630625
2012-08-01,12.240291
2012-09-01,12.435712
2012-10-01,13.140552
2012-11-01,12.734793
2012-12-01,11.376635
2013-01-01,12.225575
2013-02-01,14.261529
2013-03-01,15.402973
2013-04-01,17.212513
2013-05-01,15.068978
2013-06-01,13.253994
2013-07-01,13.525904
2013-08-01,10.2178755
2013-09-01,13.0159855
2013-10-01,14.054686
2013-11-01,12.5437
2013-12-01,11.218384
2014-01-01,11.348635
2014-02-01,13.315551
