date,water_m3_s
1950-06-08,1146.982421
1950-06-09,1158.940468
1950-06-10,1170.168179
1950-06-11,1180.559540
1950-06-12,1190.008081
1950-06-13,1198.407225
1950-06-14,1205.650679
1950-06-15,1211.632851
1950-06-16,1216.988566
1950-06-17,1222.410201
1950-06-18,1227.879287
1950-06-19,1233.377359
1950-06-20,1238.885950
1950-06-21,1244.386600
1950-06-22,1249.860855
1950-06-23,1255.290267
1950-06-24,1260.656401
1950-06-25,1265.940834
1950-06-26,1271.125157
1950-06-27,1276.190976
1950-06-28,1281.119917
1950-06-29,1285.893627
1950-06-30,1290.493772
1950-07-01,1294.902043
1950-07-02,1299.100156
1950-07-03,1303.069856
1950-07-04,1306.792914
1950-07-05,1310.251131
1950-07-06,1313.426343
1950-07-07,1316.300417
1950-07-08,1318.855254
1950-07-09,1321.072793
1950-07-10,1322.935011
1950-07-11,1324.423921
1950-07-12,1325.521579
1950-07-13,1326.210082
1950-07-14,1326.471570
1950-07-15,1326.288225
1950-07-16,1325.640493
1950-07-17,1324.534741
1950-07-18,1322.992071
1950-07-19,1321.033586
1950-07-20,1318.680388
1950-07-21,1315.953579
1950-07-22,1312.874261
1950-07-23,1309.463538
1950-07-24,1305.742510
1950-07-25,1301.732281
1950-07-26,1297.453952
1950-07-27,1292.928626
1950-07-28,1288.177405
1950-07-29,1283.221392
1950-07-30,1278.081689
1950-07-31,1272.779397
1950-08-01,1267.335620
1950-08-02,1261.771459
1950-08-03,1256.108017
1950-08-04,1250.366396
1950-08-05,1244.567698
1950-08-06,1238.733026
1950-08-07,1232.883482
1950-08-08,1227.040168
1950-08-09,1221.224186
1950-08-10,1215.456639
1950-08-11,1209.758629
1950-08-12,1204.151258
1950-08-13,1198.655629
1950-08-14,1193.292844
1950-08-15,1188.084004
1950-08-16,1182.797189
1950-08-17,1177.198143
1950-08-18,1171.304483
1950-08-19,1165.133834
1950-08-20,1158.703804
1950-08-21,1152.031973
1950-08-22,1145.135868
1950-08-23,1138.032953
1950-08-24,1130.740608
1950-08-25,1123.276118
1950-08-26,1115.656658
1950-08-27,1107.899279
1950-08-28,1100.020898
1950-08-29,1092.038285
1950-08-30,1083.968055
1950-08-31,1075.826654
1950-09-01,1067.630358
1950-09-02,1059.395257
1950-09-03,1051.137257
1950-09-04,1042.872066
1950-09-05,1034.615195
1950-09-06,1026.381953
1950-09-07,1018.187440
1950-09-08,1010.046550
1950-09-09,1001.973968
1950-09-10,993.984169
1950-09-11,986.091418
1950-09-12,978.309774
1950-09-13,970.653088
1950-09-14,963.135012
1950-09-15,955.768999
1950-09-16,948.271620
1950-09-17,940.378494
1950-09-18,932.130536
1950-09-19,923.567486
1950-09-20,914.728026
1950-09-21,905.649888
1950-09-22,896.369952
1950-09-23,886.924334
1950-09-24,877.348459
1950-09-25,867.677124
1950-09-26,857.944553
1950-09-27,848.184437
1950-09-28,838.429967
1950-09-29,828.713849
1950-09-30,819.068317
1950-10-01,809.525125
1950-10-02,800.115539
1950-10-03,790.870305
1950-10-04,781.819618
1950-10-05,772.993074
1950-10-06,764.419608
1950-10-07,756.127426
1950-10-08,748.143926
1950-10-09,740.495605
1950-10-10,733.207953
1950-10-11,726.305342
1950-10-12,719.810901
1950-10-13,713.746377
1950-10-14,708.131987
1950-10-15,702.986262
1950-10-16,697.756537
1950-10-17,691.914145
1950-10-18,685.512254
1950-10-19,678.604029
1950-10-20,671.242638
1950-10-21,663.481247
1950-10-22,655.373021
1950-10-23,646.971129
1950-10-24,638.328735
1950-10-25,629.499007
1950-10-26,620.535111
1950-10-27,611.490213
1950-10-28,602.417480
1950-10-29,593.370078
1950-10-30,584.401175
1950-10-31,575.563935
1950-11-01,566.911526
1950-11-02,558.497114
1950-11-03,550.373866
1950-11-04,542.594947
1950-11-05,535.213525
1950-11-06,528.282766
1950-11-07,521.855837
1950-11-08,515.985903
1950-11-09,510.726131
1950-11-10,506.129689
1950-11-11,502.249741
1950-11-12,499.139455
1950-11-13,496.851997
1950-11-14,495.440533
1950-11-15,494.958230
1950-11-16,495.056725
1950-11-17,495.343906
1950-11-18,495.807341
1950-11-19,496.434629
1950-11-20,497.213392
1950-11-21,498.131272
1950-11-22,499.175924
1950-11-23,500.335014
1950-11-24,501.596214
1950-11-25,502.947193
1950-11-26,504.375622
1950-11-27,505.869159
1950-11-28,507.415455
1950-11-29,509.002141
1950-11-30,510.616833
1950-12-01,512.247122
1950-12-02,513.880571
1950-12-03,515.504717
1950-12-04,517.107062
1950-12-05,518.675070
1950-12-06,520.196169
1950-12-07,521.657745
1950-12-08,523.047136
1950-12-09,524.351637
1950-12-10,525.558491
1950-12-11,526.654888
1950-12-12,527.627967
1950-12-13,528.464807
1950-12-14,529.152433
1950-12-15,529.677805
1950-12-16,530.344361
1950-12-17,531.443707
1950-12-18,532.945018
1950-12-19,534.817466
1950-12-20,537.030227
1950-12-21,539.552473
1950-12-22,542.353378
1950-12-23,545.402116
1950-12-24,548.667861
1950-12-25,552.119786
1950-12-26,555.727067
1950-12-27,559.458875
1950-12-28,563.284385
1950-12-29,567.172771
1950-12-30,571.093206
1950-12-31,575.014865
1951-01-01,578.906921
1951-01-02,582.738547
1951-01-03,586.478918
1951-01-04,590.097208
1951-01-05,593.562590
1951-01-06,596.844237
1951-01-07,599.911324
1951-01-08,602.733025
1951-01-09,605.278513
1951-01-10,607.516962
1951-01-11,609.417545
1951-01-12,610.949438
1951-01-13,612.081812
1951-01-14,612.783843
1951-01-15,613.024703
1951-01-16,612.989867
1951-01-17,612.888422
1951-01-18,612.724961
1951-01-19,612.504078
1951-01-20,612.230367
1951-01-21,611.908421
1951-01-22,611.542835
1951-01-23,611.138202
1951-01-24,610.699116
1951-01-25,610.230171
1951-01-26,609.735960
1951-01-27,609.221077
1951-01-28,608.690116
1951-01-29,608.147670
1951-01-30,607.598334
1951-01-31,607.046701
1951-02-01,606.497365
1951-02-02,605.954919
1951-02-03,605.423958
1951-02-04,604.909075
1951-02-05,604.414864
1951-02-06,603.945918
1951-02-07,603.506832
1951-02-08,603.102199
1951-02-09,602.736613
1951-02-10,602.414668
1951-02-11,602.140957
1951-02-12,601.920074
1951-02-13,601.756613
1951-02-14,601.655168
1951-02-15,601.620332
1951-02-16,602.073698
1951-02-17,603.398196
1951-02-18,605.539360
1951-02-19,608.441553
1951-02-20,612.048251
1951-02-21,616.302311
1951-02-22,621.146222
1951-02-23,626.522337
1951-02-24,632.373086
1951-02-25,638.641166
1951-02-26,645.269726
1951-02-27,652.202515
1951-02-28,659.384025
1951-03-01,666.759615
1951-03-02,674.275605
1951-03-03,681.879366
1951-03-04,689.519383
1951-03-05,697.145299
1951-03-06,704.707946
1951-03-07,712.159354
1951-03-08,719.452740
1951-03-09,726.542482
1951-03-10,733.384072
1951-03-11,739.934053
1951-03-12,746.149932
1951-03-13,751.990084
1951-03-14,757.413627
1951-03-15,762.380285
1951-03-16,767.055864
1951-03-17,771.636039
1951-03-18,776.125655
1951-03-19,780.529495
1951-03-20,784.852287
1951-03-21,789.098701
1951-03-22,793.273348
1951-03-23,797.380786
1951-03-24,801.425519
1951-03-25,805.411995
1951-03-26,809.344611
1951-03-27,813.227711
1951-03-28,817.065586
1951-03-29,820.862477
1951-03-30,824.622574
1951-03-31,828.350016
1951-04-01,832.048892
1951-04-02,835.723240
1951-04-03,839.377050
1951-04-04,843.014260
1951-04-05,846.638760
1951-04-06,850.254387
1951-04-07,853.864933
1951-04-08,857.474133
1951-04-09,861.085677
1951-04-10,864.703201
1951-04-11,868.330290
1951-04-12,871.970477
1951-04-13,875.627242
1951-04-14,879.304013
1951-04-15,883.004162
1951-04-16,886.839111
1951-04-17,890.897501
1951-04-18,895.148774
1951-04-19,899.562824
1951-04-20,904.110075
1951-04-21,908.761547
1951-04-22,913.488916
1951-04-23,918.264561
1951-04-24,923.061606
1951-04-25,927.853941
1951-04-26,932.616245
1951-04-27,937.323991
1951-04-28,941.953445
1951-04-29,946.481650
1951-04-30,950.886406
1951-05-01,955.146234
1951-05-02,959.240335
1951-05-03,963.148534
1951-05-04,966.851218
1951-05-05,970.329260
1951-05-06,973.563936
1951-05-07,976.536832
1951-05-08,979.229735
1951-05-09,981.624522
1951-05-10,983.703035
1951-05-11,985.446941
1951-05-12,986.837595
1951-05-13,987.855877
1951-05-14,988.482028
1951-05-15,988.695477
1951-05-16,989.255592
1951-05-17,990.893184
1951-05-18,993.543889
1951-05-19,997.143077
1951-05-20,1001.625898
1951-05-21,1006.927336
1951-05-22,1012.982252
1951-05-23,1019.725426
1951-05-24,1027.091598
1951-05-25,1035.015508
1951-05-26,1043.431930
1951-05-27,1052.275709
1951-05-28,1061.481785
1951-05-29,1070.985228
1951-05-30,1080.721263
1951-05-31,1090.625290
1951-06-01,1100.632909
1951-06-02,1110.679937
1951-06-03,1120.702426
1951-06-04,1130.636675
1951-06-05,1140.419240
1951-06-06,1149.986950
1951-06-07,1159.276904
1951-06-08,1168.226482
1951-06-09,1176.773345
1951-06-10,1184.855433
1951-06-11,1192.410963
1951-06-12,1199.378423
1951-06-13,1205.696564
1951-06-14,1211.304390
1951-06-15,1216.141144
1951-06-16,1220.589179
1951-06-17,1225.058867
1951-06-18,1229.531686
1951-06-19,1233.989174
1951-06-20,1238.412938
1951-06-21,1242.784658
1951-06-22,1247.086098
1951-06-23,1251.299113
1951-06-24,1255.405650
1951-06-25,1259.387765
1951-06-26,1263.227618
1951-06-27,1266.907489
1951-06-28,1270.409777
1951-06-29,1273.717008
1951-06-30,1276.811844
1951-07-01,1279.677081
1951-07-02,1282.295661
1951-07-03,1284.650672
1951-07-04,1286.725355
1951-07-05,1288.503107
1951-07-06,1289.967485
1951-07-07,1291.102213
1951-07-08,1291.891180
1951-07-09,1292.318448
1951-07-10,1292.368253
1951-07-11,1292.025008
1951-07-12,1291.273306
1951-07-13,1290.097924
1951-07-14,1288.483820
1951-07-15,1286.416143
1951-07-16,1284.051549
1951-07-17,1281.559937
1951-07-18,1278.946454
1951-07-19,1276.216248
1951-07-20,1273.374467
1951-07-21,1270.426258
1951-07-22,1267.376769
1951-07-23,1264.231148
1951-07-24,1260.994541
1951-07-25,1257.672098
1951-07-26,1254.268965
1951-07-27,1250.790290
1951-07-28,1247.241221
1951-07-29,1243.626905
1951-07-30,1239.952490
1951-07-31,1236.223123
1951-08-01,1232.443953
1951-08-02,1228.620127
1951-08-03,1224.756792
1951-08-04,1220.859097
1951-08-05,1216.932188
1951-08-06,1212.981214
1951-08-07,1209.011322
1951-08-08,1205.027659
1951-08-09,1201.035374
1951-08-10,1197.039613
1951-08-11,1193.045526
1951-08-12,1189.058258
1951-08-13,1185.082959
1951-08-14,1181.124774
1951-08-15,1177.188853
1951-08-16,1173.171963
1951-08-17,1168.971477
1951-08-18,1164.593418
1951-08-19,1160.043761
1951-08-20,1155.328430
1951-08-21,1150.453300
1951-08-22,1145.424195
1951-08-23,1140.246891
1951-08-24,1134.927113
1951-08-25,1129.470534
1951-08-26,1123.882775
1951-08-27,1118.169406
1951-08-28,1112.335943
1951-08-29,1106.387848
1951-08-30,1100.330530
1951-08-31,1094.169339
1951-09-01,1087.909573
1951-09-02,1081.556468
1951-09-03,1075.115204
1951-09-04,1068.590899
1951-09-05,1061.988611
1951-09-06,1055.313335
1951-09-07,1048.570002
1951-09-08,1041.763479
1951-09-09,1034.898563
1951-09-10,1027.979986
1951-09-11,1021.012406
1951-09-12,1014.000411
1951-09-13,1006.948516
1951-09-14,999.861158
1951-09-15,992.742699
1951-09-16,985.274435
1951-09-17,977.174371
1951-09-18,968.501340
1951-09-19,959.313422
1951-09-20,949.667899
1951-09-21,939.621208
1951-09-22,929.228903
1951-09-23,918.545613
1951-09-24,907.625003
1951-09-25,896.519745
1951-09-26,885.281480
1951-09-27,873.960789
1951-09-28,862.607169
1951-09-29,851.269001
1951-09-30,839.993534
1951-10-01,828.826856
1951-10-02,817.813885
1951-10-03,806.998346
1951-10-04,796.422759
1951-10-05,786.128429
1951-10-06,776.155434
1951-10-07,766.542624
1951-10-08,757.327609
1951-10-09,748.546763
1951-10-10,740.235222
1951-10-11,732.426887
1951-10-12,725.154428
1951-10-13,718.449294
1951-10-14,712.341718
1951-10-15,706.860736
1951-10-16,701.653946
1951-10-17,696.354850
1951-10-18,690.970449
1951-10-19,685.507740
1951-10-20,679.973722
1951-10-21,674.375394
1951-10-22,668.719755
1951-10-23,663.013802
1951-10-24,657.264534
1951-10-25,651.478951
1951-10-26,645.664050
1951-10-27,639.826831
1951-10-28,633.974292
1951-10-29,628.113432
1951-10-30,622.251248
1951-10-31,616.394741
1951-11-01,610.550908
1951-11-02,604.726748
1951-11-03,598.929259
1951-11-04,593.165441
1951-11-05,587.442292
1951-11-06,581.766811
1951-11-07,576.145996
1951-11-08,570.586845
1951-11-09,565.096358
1951-11-10,559.681533
1951-11-11,554.349368
1951-11-12,549.106863
1951-11-13,543.961015
1951-11-14,538.918824
1951-11-15,533.987288
1951-11-16,529.104967
1951-11-17,524.210249
1951-11-18,519.309998
1951-11-19,514.411345
1951-11-20,509.521802
1951-11-21,504.649371
1951-11-22,499.802627
1951-11-23,494.990805
1951-11-24,490.223858
1951-11-25,485.512518
1951-11-26,480.868330
1951-11-27,476.303687
1951-11-28,471.831842
1951-11-29,467.466912
1951-11-30,463.223871
1951-12-01,459.118527
1951-12-02,455.167488
1951-12-03,451.388119
1951-12-04,447.798477
1951-12-05,444.417244
1951-12-06,441.263643
1951-12-07,438.357342
1951-12-08,435.718341
1951-12-09,433.366856
1951-12-10,431.323184
1951-12-11,429.607552
1951-12-12,428.239966
1951-12-13,427.240034
1951-12-14,426.626785
1951-12-15,426.418469
1951-12-16,426.443452
1951-12-17,426.517742
1951-12-18,426.640348
1951-12-19,426.810278
1951-12-20,427.026543
1951-12-21,427.288151
1951-12-22,427.594112
1951-12-23,427.943435
1951-12-24,428.335129
1951-12-25,428.768204
1951-12-26,429.241668
1951-12-27,429.754531
1951-12-28,430.305802
1951-12-29,430.894491
1951-12-30,431.519607
1951-12-31,432.180159
1952-01-01,432.875156
1952-01-02,433.603607
1952-01-03,434.364523
1952-01-04,435.156911
1952-01-05,435.979781
1952-01-06,436.832144
1952-01-07,437.713006
1952-01-08,438.621379
1952-01-09,439.556272
1952-01-10,440.516692
1952-01-11,441.501651
1952-01-12,442.510157
1952-01-13,443.541219
1952-01-14,444.593846
1952-01-15,445.667049
1952-01-16,446.905209
1952-01-17,448.446273
1952-01-18,450.279599
1952-01-19,452.394541
1952-01-20,454.780456
1952-01-21,457.426699
1952-01-22,460.322626
1952-01-23,463.457594
1952-01-24,466.820958
1952-01-25,470.402073
1952-01-26,474.190297
1952-01-27,478.174984
1952-01-28,482.345491
1952-01-29,486.691173
1952-01-30,491.201387
1952-01-31,495.865488
1952-02-01,500.672833
1952-02-02,505.612776
1952-02-03,510.674674
1952-02-04,515.847884
1952-02-05,521.121760
1952-02-06,526.485659
1952-02-07,531.928936
1952-02-08,537.440948
1952-02-09,543.011050
1952-02-10,548.628598
1952-02-11,554.282948
1952-02-12,559.963457
1952-02-13,565.659479
1952-02-14,571.360371
1952-02-15,577.055489
1952-02-16,582.886533
1952-02-17,588.987318
1952-02-18,595.335192
1952-02-19,601.907366
1952-02-20,608.681033
1952-02-21,615.633482
1952-02-22,622.742202
1952-02-23,629.984980
1952-02-24,637.339986
1952-02-25,644.785861
1952-02-26,652.301783
1952-02-27,659.867533
1952-02-28,667.463558
1952-02-29,675.071013
1952-03-01,682.671806
1952-03-02,690.248631
1952-03-03,697.784992
1952-03-04,705.265222
1952-03-05,712.674493
1952-03-06,719.998816
1952-03-07,727.225033
1952-03-08,734.340809
1952-03-09,741.334604
1952-03-10,748.195645
1952-03-11,754.913887
1952-03-12,761.479970
1952-03-13,767.885161
1952-03-14,774.121296
1952-03-15,780.123025
1952-03-16,786.010510
1952-03-17,791.962508
1952-03-18,797.964962
1952-03-19,804.003897
1952-03-20,810.065416
1952-03-21,816.135698
1952-03-22,822.200999
1952-03-23,828.247648
1952-03-24,834.262047
1952-03-25,840.230670
1952-03-26,846.140062
1952-03-27,851.976838
1952-03-28,857.727684
1952-03-29,863.379356
1952-03-30,868.918680
1952-03-31,874.332552
1952-04-01,879.607940
1952-04-02,884.731883
1952-04-03,889.691490
1952-04-04,894.473949
1952-04-05,899.066517
1952-04-06,903.456532
1952-04-07,907.631407
1952-04-08,911.578635
1952-04-09,915.285794
1952-04-10,918.740543
1952-04-11,921.930628
1952-04-12,924.843888
1952-04-13,927.468251
1952-04-14,929.791741
1952-04-15,931.746508
1952-04-16,933.409706
1952-04-17,934.923122
1952-04-18,936.294043
1952-04-19,937.530007
1952-04-20,938.638804
1952-04-21,939.628473
1952-04-22,940.507294
1952-04-23,941.283790
1952-04-24,941.966715
1952-04-25,942.565051
1952-04-26,943.087996
1952-04-27,943.544959
1952-04-28,943.945547
1952-04-29,944.299552
1952-04-30,944.616940
1952-05-01,944.907837
1952-05-02,945.182514
1952-05-03,945.451368
1952-05-04,945.724909
1952-05-05,946.013738
1952-05-06,946.328527
1952-05-07,946.680000
1952-05-08,947.078912
1952-05-09,947.536020
1952-05-10,948.062067
1952-05-11,948.667747
1952-05-12,949.363689
1952-05-13,950.160417
1952-05-14,951.068334
1952-05-15,952.526113
1952-05-16,954.992141
1952-05-17,958.473312
1952-05-18,962.907671
1952-05-19,968.232965
1952-05-20,974.386635
1952-05-21,981.305817
1952-05-22,988.927349
1952-05-23,997.187769
1952-05-24,1006.023323
1952-05-25,1015.369965
1952-05-26,1025.163372
1952-05-27,1035.338947
1952-05-28,1045.831830
1952-05-29,1056.576910
1952-05-30,1067.508836
1952-05-31,1078.562032
1952-06-01,1089.670713
1952-06-02,1100.768899
1952-06-03,1111.790433
1952-06-04,1122.669005
1952-06-05,1133.338163
1952-06-06,1143.731346
1952-06-07,1153.781898
1952-06-08,1163.423097
1952-06-09,1172.588182
1952-06-10,1181.210375
1952-06-11,1189.222915
1952-06-12,1196.559084
1952-06-13,1203.152240
1952-06-14,1208.935849
1952-06-15,1214.313065
1952-06-16,1219.614822
1952-06-17,1224.725088
1952-06-18,1229.634550
1952-06-19,1234.334096
1952-06-20,1238.814853
1952-06-21,1243.068228
1952-06-22,1247.085930
1952-06-23,1250.860005
1952-06-24,1254.382857
1952-06-25,1257.647264
1952-06-26,1260.646402
1952-06-27,1263.373851
1952-06-28,1265.823604
1952-06-29,1267.990078
1952-06-30,1269.868107
1952-07-01,1271.452946
1952-07-02,1272.740260
1952-07-03,1273.726120
1952-07-04,1274.406981
1952-07-05,1274.779674
1952-07-06,1274.841376
1952-07-07,1274.589592
1952-07-08,1274.022124
1952-07-09,1273.137036
1952-07-10,1271.932623
1952-07-11,1270.407368
1952-07-12,1268.559899
1952-07-13,1266.388941
1952-07-14,1263.893268
1952-07-15,1261.289047
1952-07-16,1258.748519
1952-07-17,1256.220048
1952-07-18,1253.700033
1952-07-19,1251.184872
1952-07-20,1248.670963
1952-07-21,1246.154706
1952-07-22,1243.632498
1952-07-23,1241.100738
1952-07-24,1238.555824
1952-07-25,1235.994156
1952-07-26,1233.412131
1952-07-27,1230.806148
1952-07-28,1228.172606
1952-07-29,1225.507902
1952-07-30,1222.808436
1952-07-31,1220.070607
1952-08-01,1217.290811
1952-08-02,1214.465449
1952-08-03,1211.590918
1952-08-04,1208.663618
1952-08-05,1205.679945
1952-08-06,1202.636300
1952-08-07,1199.529080
1952-08-08,1196.354684
1952-08-09,1193.109511
1952-08-10,1189.789959
1952-08-11,1186.392426
1952-08-12,1182.913311
1952-08-13,1179.349013
1952-08-14,1175.695930
1952-08-15,1171.869087
1952-08-16,1167.738448
1952-08-17,1163.265628
1952-08-18,1158.465883
1952-08-19,1153.354518
1952-08-20,1147.946874
1952-08-21,1142.258309
1952-08-22,1136.304176
1952-08-23,1130.099817
1952-08-24,1123.660537
1952-08-25,1117.001597
1952-08-26,1110.138196
1952-08-27,1103.085461
1952-08-28,1095.858431
1952-08-29,1088.472048
1952-08-30,1080.941147
1952-08-31,1073.280441
1952-09-01,1065.504516
1952-09-02,1057.627823
1952-09-03,1049.664664
1952-09-04,1041.629193
1952-09-05,1033.535403
1952-09-06,1025.397122
1952-09-07,1017.228011
1952-09-08,1009.041554
1952-09-09,1000.851060
1952-09-10,992.669658
1952-09-11,984.510293
1952-09-12,976.385728
1952-09-13,968.308541
1952-09-14,960.291127
1952-09-15,952.047827
1952-09-16,943.228859
1952-09-17,933.802115
1952-09-18,923.834731
1952-09-19,913.392879
1952-09-20,902.541661
1952-09-21,891.345011
1952-09-22,879.865609
1952-09-23,868.164801
1952-09-24,856.302541
1952-09-25,844.337329
1952-09-26,832.326175
1952-09-27,820.324558
1952-09-28,808.386411
1952-09-29,796.564105
1952-09-30,784.908450
1952-10-01,773.468707
1952-10-02,762.292603
1952-10-03,751.426371
1952-10-04,740.914784
1952-10-05,730.801215
1952-10-06,721.127696
1952-10-07,711.934995
1952-10-08,703.262701
1952-10-09,695.149320
1952-10-10,687.632382
1952-10-11,680.748559
1952-10-12,674.533791
1952-10-13,669.023430
1952-10-14,664.252385
1952-10-15,659.942278
1952-10-16,655.748605
1952-10-17,651.623509
1952-10-18,647.564525
1952-10-19,643.569191
1952-10-20,639.635041
1952-10-21,635.759612
1952-10-22,631.940439
1952-10-23,628.175059
1952-10-24,624.461007
1952-10-25,620.795819
1952-10-26,617.177031
1952-10-27,613.602178
1952-10-28,610.068798
1952-10-29,606.574424
1952-10-30,603.116594
1952-10-31,599.692844
1952-11-01,596.300708
1952-11-02,592.937724
1952-11-03,589.601426
1952-11-04,586.289351
1952-11-05,582.999035
1952-11-06,579.728013
1952-11-07,576.473821
1952-11-08,573.233995
1952-11-09,570.006072
1952-11-10,566.787586
1952-11-11,563.576074
1952-11-12,560.369072
1952-11-13,557.164115
1952-11-14,553.958740
1952-11-15,550.850206
1952-11-16,547.849287
1952-11-17,544.874970
1952-11-18,541.928241
1952-11-19,539.010280
1952-11-20,536.122538
1952-11-21,533.266808
1952-11-22,530.445285
1952-11-23,527.660627
1952-11-24,524.915991
1952-11-25,522.215071
1952-11-26,519.562130
1952-11-27,516.962011
1952-11-28,514.420148
1952-11-29,511.942571
1952-11-30,509.535888
1952-12-01,507.207278
1952-12-02,504.964455
1952-12-03,502.815641
1952-12-04,500.769514
1952-12-05,498.835163
1952-12-06,497.022018
1952-12-07,495.339786
1952-12-08,493.798368
1952-12-09,492.407770
1952-12-10,491.178008
1952-12-11,490.119000
1952-12-12,489.240451
1952-12-13,488.551731
1952-12-14,488.061739
1952-12-15,487.866256
1952-12-16,488.170953
1952-12-17,489.060930
1952-12-18,490.500018
1952-12-19,492.452045
1952-12-20,494.880842
1952-12-21,497.750239
1952-12-22,501.024066
1952-12-23,504.666152
1952-12-24,508.640327
1952-12-25,512.910421
1952-12-26,517.440264
1952-12-27,522.193686
1952-12-28,527.134517
1952-12-29,532.226586
1952-12-30,537.433723
1952-12-31,542.719759
1953-01-01,548.048522
1953-01-02,553.383843
1953-01-03,558.689552
1953-01-04,563.929479
1953-01-05,569.067453
1953-01-06,574.067304
1953-01-07,578.892862
1953-01-08,583.507957
1953-01-09,587.876419
1953-01-10,591.962077
1953-01-11,595.728762
1953-01-12,599.140303
1953-01-13,602.160530
1953-01-14,604.753273
1953-01-15,606.882362
1953-01-16,608.705563
1953-01-17,610.410288
1953-01-18,612.004835
1953-01-19,613.497504
1953-01-20,614.896591
1953-01-21,616.210397
1953-01-22,617.447218
1953-01-23,618.615355
1953-01-24,619.723105
1953-01-25,620.778766
1953-01-26,621.790638
1953-01-27,622.767018
1953-01-28,623.716206
1953-01-29,624.646499
1953-01-30,625.566196
1953-01-31,626.483596
1953-02-01,627.406997
1953-02-02,628.344697
1953-02-03,629.304995
1953-02-04,630.296190
1953-02-05,631.326579
1953-02-06,632.404462
1953-02-07,633.538137
1953-02-08,634.735902
1953-02-09,636.006056
1953-02-10,637.356897
