,et0_mm_day
1988-07-01,6.3357058
1988-08-01,5.254604
1988-09-01,5.6566744
1988-10-01,6.672308
1988-11-01,10.079593
1988-12-01,10.336452
1989-01-01,10.998413
1989-02-01,12.787439
1989-03-01,13.962112
1989-04-01,14.209114
1989-05-01,11.348904
1989-06-01,9.978652
1989-07-01,8.280664
1989-08-01,6.2706394
1989-09-01,6.4746475
1989-10-01,7.4845924
1989-11-01,9.585164
1989-12-01,10.740727
1990-01-01,11.219539
1990-02-01,13.215728
1990-03-01,14.389016
1990-04-01,14.5585575
1990-05-01,13.649333
1990-06-01,13.339623
1990-07-01,8.220233
1990-08-01,6.242003
1990-09-01,8.319359
1990-10-01,9.614323
1990-11-01,11.163376
1990-12-01,11.266269
1991-01-01,11.668868
1991-02-01,12.46725
1991-03-01,13.898045
1991-04-01,12.626659
1991-05-01,11.670068
1991-06-01,12.180321
1991-07-01,8.808687
1991-08-01,6.310232
1991-09-01,8.111301
1991-10-01,8.823417
1991-11-01,10.658979
1991-12-01,10.916397
1992-01-01,10.915928
1992-02-01,12.495995
1992-03-01,13.741255
1992-04-01,13.474486
1992-05-01,13.346668
1992-06-01,11.219457
1992-07-01,8.280516
1992-08-01,5.852707
1992-09-01,6.6110415
1992-10-01,7.5725317
1992-11-01,9.619042
1992-12-01,10.575466
1993-01-01,11.036679
1993-02-01,12.261055
1993-03-01,14.2462845
1993-04-01,13.044559
1993-05-01,11.764102
1993-06-01,10.233082
1993-07-01,8.145049
1993-08-01,6.9897175
1993-09-01,6.9132075
1993-10-01,8.26247
1993-11-01,10.607596
1993-12-01,11.91929
1994-01-01,12.659796
1994-02-01,12.899935
1994-03-01,14.222204
1994-04-01,14.39593
1994-05-01,12.057707
1994-06-01,10.618634
1994-07-01,7.0549173
1994-08-01,5.8033094
1994-09-01,6.2752852
1994-10-01,8.65845
1994-11-01,10.316714
1994-12-01,11.094384
1995-01-01,11.569738
1995-02-01,13.553649
1995-03-01,14.40262
1995-04-01,14.427439
1995-05-01,12.5906315
1995-06-01,10.777608
1995-07-01,6.875828
1995-08-01,5.923584
1995-09-01,6.4512715
1995-10-01,8.648455
1995-11-01,10.677755
1995-12-01,11.384905
1996-01-01,11.855364
1996-02-01,13.388373
1996-03-01,14.474243
1996-04-01,14.07824
1996-05-01,10.180637
1996-06-01,8.385033
1996-07-01,7.3080583
1996-08-01,5.70333
1996-09-01,5.8031826
1996-10-01,7.3193984
1996-11-01,9.978533
1996-12-01,11.173159
1997-01-01,11.703901
1997-02-01,13.111748
1997-03-01,14.792628
1997-04-01,13.822988
1997-05-01,11.776265
1997-06-01,9.583965
1997-07-01,6.8305807
1997-08-01,6.230198
1997-09-01,7.388443
1997-10-01,8.268669
1997-11-01,9.863302
1997-12-01,11.23308
1998-01-01,11.670902
1998-02-01,12.6484785
1998-03-01,14.765099
1998-04-01,14.772188
1998-05-01,12.818284
1998-06-01,13.131395
1998-07-01,8.066595
1998-08-01,5.4442434
1998-09-01,5.722977
1998-10-01,6.889172
1998-11-01,8.69716
1998-12-01,10.322787
1999-01-01,11.023537
1999-02-01,13.248094
1999-03-01,14.195874
1999-04-01,14.787398
1999-05-01,12.7825365
1999-06-01,11.475823
1999-07-01,7.266678
1999-08-01,5.6237803
1999-09-01,6.134998
1999-10-01,6.79392
1999-11-01,8.42651
1999-12-01,9.800196
2000-01-01,11.110306
2000-02-01,12.942351
2000-03-01,14.113061
2000-04-01,12.486145
2000-05-01,12.672626
2000-06-01,12.222134
2000-07-01,8.694671
2000-08-01,6.5408497
2000-09-01,7.0431604
2000-10-01,7.8175254
2000-11-01,9.152901
2000-12-01,10.674975
2001-01-01,10.886021
2001-02-01,12.46994
2001-03-01,13.378933
2001-04-01,14.415071
2001-05-01,13.790414
2001-06-01,10.685362
2001-07-01,7.307224
2001-08-01,6.1337276
2001-09-01,6.5996757
2001-10-01,7.8113675
2001-11-01,9.338737
2001-12-01,10.562107
2002-01-01,11.363872
2002-02-01,13.0727
2002-03-01,13.672702
2002-04-01,15.386947
2002-05-01,14.116838
2002-06-01,13.059325
2002-07-01,9.869881
2002-08-01,6.8450346
2002-09-01,7.088978
2002-10-01,9.391196
2002-11-01,10.866783
2002-12-01,11.2544
2003-01-01,11.121861
2003-02-01,13.06165
2003-03-01,14.918908
2003-04-01,14.104735
2003-05-01,14.217019
2003-06-01,11.103556
2003-07-01,7.038936
2003-08-01,6.125234
2003-09-01,6.650947
2003-10-01,8.404352
2003-11-01,10.166555
2003-12-01,10.957308
2004-01-01,11.134066
2004-02-01,12.274645
2004-03-01,14.2113495
2004-04-01,13.979689
2004-05-01,14.143854
2004-06-01,11.144198
2004-07-01,9.337701
2004-08-01,7.2236805
2004-09-01,7.5052342
2004-10-01,9.300411
2004-11-01,9.970687
2004-12-01,11.139296
2005-01-01,11.255421
2005-02-01,13.846345
2005-03-01,13.932064
2005-04-01,14.775589
2005-05-01,13.160966
2005-06-01,10.710605
2005-07-01,7.3169394
2005-08-01,6.4762535
2005-09-01,6.6038446
2005-10-01,8.628718
2005-11-01,11.066392
2005-12-01,10.843225
2006-01-01,11.866532
2006-02-01,13.077349
2006-03-01,14.486797
2006-04-01,14.39983
2006-05-01,12.097075
2006-06-01,12.174733
2006-07-01,8.050352
2006-08-01,6.5836387
2006-09-01,6.505206
2006-10-01,8.385748
2006-11-01,10.517009
2006-12-01,11.031448
2007-01-01,10.759465
2007-02-01,12.440644
2007-03-01,14.250957
2007-04-01,14.408581
2007-05-01,13.731577
2007-06-01,10.699243
2007-07-01,5.9151573
2007-08-01,5.7431684
2007-09-01,6.609507
2007-10-01,8.503437
2007-11-01,9.651444
2007-12-01,10.478623
2008-01-01,11.381298
2008-02-01,12.724936
2008-03-01,14.253505
2008-04-01,12.099966
2008-05-01,13.214856
2008-06-01,11.181376
2008-07-01,8.613147
2008-08-01,6.8953485
2008-09-01,6.3438864
2008-10-01,8.810513
2008-11-01,10.563072
2008-12-01,10.851852
2009-01-01,11.585101
2009-02-01,13.275012
2009-03-01,15.061289
2009-04-01,14.945261
2009-05-01,14.484652
2009-06-01,12.929186
2009-07-01,9.003565
2009-08-01,7.430665
2009-09-01,8.240193
2009-10-01,10.058455
2009-11-01,11.629462
2009-12-01,11.330858
2010-01-01,11.814743
2010-02-01,12.798056
2010-03-01,14.501788
2010-04-01,14.25261
2010-05-01,12.974956
2010-06-01,11.809222
2010-07-01,7.7966304
2010-08-01,6.2285585
2010-09-01,6.5077395
2010-10-01,8.635543
2010-11-01,9.809912
2010-12-01,11.429921
2011-01-01,11.37767
2011-02-01,13.379992
2011-03-01,13.993099
2011-04-01,14.9212475
2011-05-01,12.393586
2011-06-01,12.294441
2011-07-01,10.497152
2011-08-01,6.7534966
2011-09-01,6.927915
2011-10-01,9.189471
2011-11-01,11.254795
2011-12-01,11.258535
2012-01-01,11.942535
2012-02-01,13.521798
2012-03-01,14.796577
2012-04-01,14.719177
2012-05-01,13.475477
2012-06-01,11.31764
2012-07-01,7.16757
2012-08-01,6.0897617
2012-09-01,7.21664
2012-10-01,8.89986
2012-11-01,10.3394165
2012-12-01,11.495098
2013-01-01,12.02026
2013-02-01,13.438016
2013-03-01,13.971031
2013-04-01,14.945034
2013-05-01,14.073685
2013-06-01,11.799783
2013-07-01,11.285327
2013-08-01,5.4067745
2013-09-01,6.9637074
2013-10-01,8.633346
2013-11-01,10.345355
2013-12-01,10.638557
2014-01-01,11.71723
2014-02-01,12.462094
2014-03-01,13.931468
2014-04-01,13.230439
2014-05-01,11.442251
2014-06-01,11.793256
2014-07-01,8.451678
2014-08-01,5.92795
2014-09-01,6.6602454
2014-10-01,6.964013
2014-11-01,9.942666
2014-12-01,10.783486
2015-01-01,11.5685835
2015-02-01,13.551168
2015-03-01,14.1379385
2015-04-01,15.259631
2015-05-01,13.267062
2015-06-01,12.063079
2015-07-01,11.006064
2015-08-01,6.242023
2015-09-01,6.5765276
2015-10-01,10.040127
2015-11-01,11.852491
2015-12-01,11.709303
2016-01-01,11.824205
2016-02-01,13.123721
2016-03-01,14.790117
2016-04-01,14.483381
2016-05-01,12.228839
