,et0_mm_day
2002-02-01,8.774013
2002-03-01,10.23639
2002-04-01,12.678549
2002-05-01,12.819417
2002-06-01,12.213893
2002-07-01,11.553616
2002-08-01,11.266812
2002-09-01,11.547163
2002-10-01,10.651961
2002-11-01,8.9098215
2002-12-01,6.917812
2003-01-01,6.9385915
2003-02-01,8.964271
2003-03-01,10.507323
2003-04-01,12.030248
2003-05-01,12.618921
2003-06-01,12.768149
2003-07-01,11.039257
2003-08-01,11.292174
2003-09-01,11.508793
2003-10-01,11.359922
2003-11-01,8.534506
2003-12-01,6.9802327
2004-01-01,7.334791
2004-02-01,8.681454
2004-03-01,11.142783
2004-04-01,11.988066
2004-05-01,13.471953
2004-06-01,11.459395
2004-07-01,11.569716
2004-08-01,11.430524
2004-09-01,12.100946
2004-10-01,10.756805
2004-11-01,9.069138
2004-12-01,7.1646795
2005-01-01,6.8634076
2005-02-01,9.737953
2005-03-01,10.810711
2005-04-01,12.595833
2005-05-01,12.470871
2005-06-01,12.704566
2005-07-01,11.17412
2005-08-01,11.507005
2005-09-01,11.88609
2005-10-01,11.150509
2005-11-01,8.505561
2005-12-01,7.209815
2006-01-01,7.662818
2006-02-01,9.015381
2006-03-01,10.598839
2006-04-01,11.511412
2006-05-01,12.832306
2006-06-01,12.110777
2006-07-01,11.146925
2006-08-01,10.784164
2006-09-01,10.7955265
2006-10-01,10.685496
2006-11-01,8.687377
2006-12-01,6.7173986
2007-01-01,6.7720118
2007-02-01,8.144438
2007-03-01,10.975979
2007-04-01,12.313165
2007-05-01,13.121202
2007-06-01,12.599215
2007-07-01,9.655476
2007-08-01,10.648251
2007-09-01,12.260422
2007-10-01,11.117324
2007-11-01,9.676263
2007-12-01,7.8299417
2008-01-01,7.405035
2008-02-01,8.547038
2008-03-01,10.625705
2008-04-01,13.027441
2008-05-01,13.086833
2008-06-01,12.701288
2008-07-01,10.758966
2008-08-01,11.014976
2008-09-01,12.013778
2008-10-01,11.291355
2008-11-01,8.766092
2008-12-01,7.9504547
2009-01-01,7.997245
2009-02-01,9.707585
2009-03-01,10.575787
2009-04-01,12.847021
2009-05-01,13.908445
2009-06-01,13.478257
2009-07-01,11.078932
2009-08-01,11.538267
2009-09-01,12.5193815
2009-10-01,10.727599
2009-11-01,8.953974
2009-12-01,6.676018
2010-01-01,7.507674
2010-02-01,8.729458
2010-03-01,10.4135275
2010-04-01,12.455485
2010-05-01,13.393707
2010-06-01,12.460939
2010-07-01,11.9221735
2010-08-01,11.1943035
2010-09-01,11.19674
2010-10-01,10.860212
2010-11-01,8.975655
2010-12-01,7.286407
2011-01-01,6.9412513
2011-02-01,9.491295
2011-03-01,11.041239
2011-04-01,12.076087
2011-05-01,13.059452
2011-06-01,12.934499
2011-07-01,11.648156
2011-08-01,11.211038
2011-09-01,11.053361
2011-10-01,11.821732
2011-11-01,8.223463
2011-12-01,7.557124
2012-01-01,7.414974
2012-02-01,9.903208
2012-03-01,11.002027
2012-04-01,11.784304
2012-05-01,13.616741
2012-06-01,12.480683
2012-07-01,11.170544
2012-08-01,11.237614
2012-09-01,10.863483
2012-10-01,10.838061
2012-11-01,7.8367963
2012-12-01,7.1545544
2013-01-01,7.506281
2013-02-01,9.425648
2013-03-01,10.510943
2013-04-01,12.204151
2013-05-01,12.4008875
2013-06-01,11.7087145
2013-07-01,11.813537
2013-08-01,10.441877
2013-09-01,12.119405
2013-10-01,10.919735
2013-11-01,8.040145
2013-12-01,6.97276
2014-01-01,7.0122776
2014-02-01,8.658558
2014-03-01,10.547302
2014-04-01,12.184393
2014-05-01,12.578935
2014-06-01,12.65049
2014-07-01,10.841534
2014-08-01,11.224381
2014-09-01,11.142672
2014-10-01,11.039347
2014-11-01,8.322589
2014-12-01,7.003285
2015-01-01,6.9828258
2015-02-01,8.9017
2015-03-01,12.258619
2015-04-01,12.699068
2015-05-01,13.469026
2015-06-01,13.506837
2015-07-01,11.364937
2015-08-01,11.449635
2015-09-01,12.5071335
2015-10-01,10.697171
2015-11-01,8.329909
2015-12-01,6.762445
2016-01-01,6.8263783
2016-02-01,8.868366
2016-03-01,11.148475
2016-04-01,11.698831
2016-05-01,12.637873
2016-06-01,11.9952
2016-07-01,11.070087
2016-08-01,11.24356
2016-09-01,11.701569
2016-10-01,10.676556
2016-11-01,8.681379
2016-12-01,8.3236475
2017-01-01,8.031599
2017-02-01,8.551531
2017-03-01,10.160796
2017-04-01,13.121396
2017-05-01,12.920998
2017-06-01,13.185345
2017-07-01,11.232294
2017-08-01,11.765703
2017-09-01,12.186363
2017-10-01,11.673391
2017-11-01,8.641817
2017-12-01,7.5425878
2018-01-01,7.2383285
2018-02-01,9.290956
2018-03-01,10.848351
2018-04-01,11.82843
2018-05-01,12.17737
2018-06-01,11.925995
2018-07-01,11.056021
2018-08-01,10.801882
2018-09-01,11.860378
2018-10-01,10.768742
2018-11-01,8.086279
2018-12-01,7.051289
2019-01-01,7.4998884
2019-02-01,9.2263
2019-03-01,10.296769
2019-04-01,12.070559
2019-05-01,13.121411
2019-06-01,12.350395
2019-07-01,11.76916
2019-08-01,10.725223
2019-09-01,11.912316
2019-10-01,9.771421
2019-11-01,8.527413
2019-12-01,7.138349
2020-01-01,6.9798827
2020-02-01,8.2351265
2020-03-01,10.207638
2020-04-01,11.976928
2020-05-01,12.772142
2020-06-01,12.3965
2020-07-01,10.767132
2020-08-01,10.704763
2020-09-01,10.43494
2020-10-01,10.206305
2020-11-01,8.487433
2020-12-01,7.4514003
2021-01-01,7.7945666
2021-02-01,8.454688
2021-03-01,11.846349
2021-04-01,12.513682
2021-05-01,12.325183
2021-06-01,14.443554
2021-07-01,11.990182
2021-08-01,11.846394
2021-09-01,11.690877
2021-10-01,11.313699
2021-11-01,8.803897
2021-12-01,7.264741
2022-01-01,7.1252213
2022-02-01,8.112393
2022-03-01,11.210926
2022-04-01,12.985617
2022-05-01,13.991803
2022-06-01,13.107523
2022-07-01,11.2396555
2022-08-01,10.914273
2022-09-01,11.115016
2022-10-01,5.914051
2022-11-01,8.061526
2022-12-01,6.706722
2023-01-01,6.9079485
2023-02-01,8.44213
2023-03-01,10.382438
2023-04-01,11.956602
2023-05-01,12.660144
2023-06-01,12.156165
2023-07-01,10.868782
2023-08-01,10.80206
2023-09-01,11.115016
2023-10-01,6.1238894
2023-11-01,8.061526
2023-12-01,6.706722
2024-01-01,6.9079485
2024-02-01,8.44213
2024-03-01,10.842673
2024-04-01,12.070187
2024-05-01,13.708882
2024-06-01,12.843162
2024-07-01,11.3188925
2024-08-01,10.034442
2024-09-01,11.7864685
2024-10-01,11.30953
2024-11-01,8.722782
2024-12-01,7.510759
2025-01-01,7.715911
2025-02-01,9.803131
2025-03-01,10.255798
2025-04-01,12.969699
2025-05-01,13.584905
2025-06-01,12.405239
2025-07-01,11.56991
2025-08-01,11.508353
2025-09-01,12.151458
2025-10-01,11.28421
2025-11-01,8.501016
2025-12-01,6.871283
2026-01-01,7.6154246
2026-02-01,9.128541
2026-03-01,10.143258
