date,evaporation_m3
1952-03-24,204024.481918
1952-03-25,204024.481918
1952-03-26,204024.481918
1952-03-27,204024.481918
1952-03-28,204024.481918
1952-03-29,204024.481918
1952-03-30,204024.481918
1952-03-31,204024.481918
1952-04-01,129581.354558
1952-04-02,129581.354558
1952-04-03,129581.354558
1952-04-04,129581.354558
1952-04-05,129581.354558
1952-04-06,129581.354558
1952-04-07,129581.354558
1952-04-08,129581.354558
1952-04-09,129581.354558
1952-04-10,129581.354558
1952-04-11,129581.354558
1952-04-12,129581.354558
1952-04-13,129581.354558
1952-04-14,129581.354558
1952-04-15,129581.354558
1952-04-16,129581.354558
1952-04-17,129581.354558
1952-04-18,129581.354558
1952-04-19,129581.354558
1952-04-20,129581.354558
1952-04-21,129581.354558
1952-04-22,129581.354558
1952-04-23,129581.354558
1952-04-24,129581.354558
1952-04-25,129581.354558
1952-04-26,129581.354558
1952-04-27,129581.354558
1952-04-28,129581.354558
1952-04-29,129581.354558
1952-04-30,129581.354558
1952-05-01,90287.400470
1952-05-02,90287.400470
1952-05-03,90287.400470
1952-05-04,90287.400470
1952-05-05,90287.400470
1952-05-06,90287.400470
1952-05-07,90287.400470
1952-05-08,90287.400470
1952-05-09,90287.400470
1952-05-10,90287.400470
1952-05-11,90287.400470
1952-05-12,90287.400470
1952-05-13,90287.400470
1952-05-14,90287.400470
1952-05-15,90287.400470
1952-05-16,90287.400470
1952-05-17,90287.400470
1952-05-18,90287.400470
1952-05-19,90287.400470
1952-05-20,90287.400470
1952-05-21,90287.400470
1952-05-22,90287.400470
1952-05-23,90287.400470
1952-05-24,90287.400470
1952-05-25,90287.400470
1952-05-26,90287.400470
1952-05-27,90287.400470
1952-05-28,90287.400470
1952-05-29,90287.400470
1952-05-30,90287.400470
1952-05-31,90287.400470
1952-06-01,94763.077796
1952-06-02,94763.077796
1952-06-03,94763.077796
1952-06-04,94763.077796
1952-06-05,94763.077796
1952-06-06,94763.077796
1952-06-07,94763.077796
1952-06-08,94763.077796
1952-06-09,94763.077796
1952-06-10,94763.077796
1952-06-11,94763.077796
1952-06-12,94763.077796
1952-06-13,94763.077796
1952-06-14,94763.077796
1952-06-15,94763.077796
1952-06-16,94763.077796
1952-06-17,94763.077796
1952-06-18,94763.077796
1952-06-19,94763.077796
1952-06-20,94763.077796
1952-06-21,94763.077796
1952-06-22,94763.077796
1952-06-23,94763.077796
1952-06-24,94763.077796
1952-06-25,94763.077796
1952-06-26,94763.077796
1952-06-27,94763.077796
1952-06-28,94763.077796
1952-06-29,94763.077796
1952-06-30,94763.077796
1952-07-01,103915.608939
1952-07-02,103915.608939
1952-07-03,103915.608939
1952-07-04,103915.608939
1952-07-05,103915.608939
1952-07-06,103915.608939
1952-07-07,103915.608939
1952-07-08,103915.608939
1952-07-09,103915.608939
1952-07-10,103915.608939
1952-07-11,103915.608939
1952-07-12,103915.608939
1952-07-13,103915.608939
1952-07-14,103915.608939
1952-07-15,103915.608939
1952-07-16,103915.608939
1952-07-17,103915.608939
1952-07-18,103915.608939
1952-07-19,103915.608939
1952-07-20,103915.608939
1952-07-21,103915.608939
1952-07-22,103915.608939
1952-07-23,103915.608939
1952-07-24,103915.608939
1952-07-25,103915.608939
1952-07-26,103915.608939
1952-07-27,103915.608939
1952-07-28,103915.608939
1952-07-29,103915.608939
1952-07-30,103915.608939
1952-07-31,103915.608939
1952-08-01,78417.535030
1952-08-02,78417.535030
1952-08-03,78417.535030
1952-08-04,78417.535030
1952-08-05,78417.535030
1952-08-06,78417.535030
1952-08-07,78417.535030
1952-08-08,78417.535030
1952-08-09,78417.535030
1952-08-10,78417.535030
1952-08-11,78417.535030
1952-08-12,78417.535030
1952-08-13,78417.535030
1952-08-14,78417.535030
1952-08-15,78417.535030
1952-08-16,78417.535030
1952-08-17,78417.535030
1952-08-18,78417.535030
1952-08-19,78417.535030
1952-08-20,78417.535030
1952-08-21,78417.535030
1952-08-22,78417.535030
1952-08-23,78417.535030
1952-08-24,78417.535030
1952-08-25,78417.535030
1952-08-26,78417.535030
1952-08-27,78417.535030
1952-08-28,78417.535030
1952-08-29,78417.535030
1952-08-30,78417.535030
1952-08-31,78417.535030
1952-09-01,68900.776096
1952-09-02,68900.776096
1952-09-03,68900.776096
1952-09-04,68900.776096
1952-09-05,68900.776096
1952-09-06,68900.776096
1952-09-07,68900.776096
1952-09-08,68900.776096
1952-09-09,68900.776096
1952-09-10,68900.776096
1952-09-11,68900.776096
1952-09-12,68900.776096
1952-09-13,68900.776096
1952-09-14,68900.776096
1952-09-15,68900.776096
1952-09-16,68900.776096
1952-09-17,68900.776096
1952-09-18,68900.776096
1952-09-19,68900.776096
1952-09-20,68900.776096
1952-09-21,68900.776096
1952-09-22,68900.776096
1952-09-23,68900.776096
1952-09-24,68900.776096
1952-09-25,68900.776096
1952-09-26,68900.776096
1952-09-27,68900.776096
1952-09-28,68900.776096
1952-09-29,68900.776096
1952-09-30,68900.776096
1952-10-01,68768.076298
1952-10-02,68768.076298
1952-10-03,68768.076298
1952-10-04,68768.076298
1952-10-05,68768.076298
1952-10-06,68768.076298
1952-10-07,68768.076298
1952-10-08,68768.076298
1952-10-09,68768.076298
1952-10-10,68768.076298
1952-10-11,68768.076298
1952-10-12,68768.076298
1952-10-13,68768.076298
1952-10-14,68768.076298
1952-10-15,68768.076298
1952-10-16,68768.076298
1952-10-17,68768.076298
1952-10-18,68768.076298
1952-10-19,68768.076298
1952-10-20,68768.076298
1952-10-21,68768.076298
1952-10-22,68768.076298
1952-10-23,68768.076298
1952-10-24,68768.076298
1952-10-25,68768.076298
1952-10-26,68768.076298
1952-10-27,68768.076298
1952-10-28,68768.076298
1952-10-29,68768.076298
1952-10-30,68768.076298
1952-10-31,68768.076298
1952-11-01,100872.060284
1952-11-02,100872.060284
1952-11-03,100872.060284
1952-11-04,100872.060284
1952-11-05,100872.060284
1952-11-06,100872.060284
1952-11-07,100872.060284
1952-11-08,100872.060284
1952-11-09,100872.060284
1952-11-10,100872.060284
1952-11-11,100872.060284
1952-11-12,100872.060284
1952-11-13,100872.060284
1952-11-14,100872.060284
1952-11-15,100872.060284
1952-11-16,100872.060284
1952-11-17,100872.060284
1952-11-18,100872.060284
1952-11-19,100872.060284
1952-11-20,100872.060284
1952-11-21,100872.060284
1952-11-22,100872.060284
1952-11-23,100872.060284
1952-11-24,100872.060284
1952-11-25,100872.060284
1952-11-26,100872.060284
1952-11-27,100872.060284
1952-11-28,100872.060284
1952-11-29,100872.060284
1952-11-30,100872.060284
1952-12-01,116434.936682
1952-12-02,116434.936682
1952-12-03,116434.936682
1952-12-04,116434.936682
1952-12-05,116434.936682
1952-12-06,116434.936682
1952-12-07,116434.936682
1952-12-08,116434.936682
1952-12-09,116434.936682
1952-12-10,116434.936682
1952-12-11,116434.936682
1952-12-12,116434.936682
1952-12-13,116434.936682
1952-12-14,116434.936682
1952-12-15,116434.936682
1952-12-16,116434.936682
