# era5_prcp_-0.17_31.37  era5_prcp_-1.86_34.52  era5_prcp_-1.94_35.1  era5_prcp_-1.83_30.42
0.506 0.045 0.176 0.119
2.981 0.007 0.036 1.681
1.273 0.002 0.002 0.220
0.780 0.632 0.326 0.417
7.212 0.041 0.145 2.853
5.923 0.083 0.248 1.942
2.889 3.640 3.205 3.682
7.763 1.996 3.525 2.492
1.594 0.145 0.113 0.890
2.764 0.007 0.093 7.807
4.241 0.008 0.001 0.026
4.944 0.095 0.022 4.129
0.980 0.005 0.110 0.029
5.231 1.722 0.108 7.657
2.758 0.010 1.689 2.014
3.243 3.647 3.693 1.570
3.204 1.938 9.740 0.102
3.359 4.486 7.477 0.230
4.879 17.370 13.784 2.091
2.715 5.776 12.218 1.678
5.656 8.075 19.248 20.895
1.109 13.040 12.026 5.917
6.428 0.097 0.120 16.370
1.410 0.129 0.089 13.365
1.041 0.583 0.036 0.170
4.816 1.221 0.449 7.136
1.834 0.024 0.012 0.628
0.406 0.038 0.181 0.456
0.729 0.000 0.000 0.207
5.119 0.005 0.186 0.000
0.053 0.034 0.055 0.009
2.039 0.867 1.471 1.402
7.504 4.238 3.036 9.202
0.984 9.704 27.929 0.516
0.162 6.905 10.100 5.642
4.818 12.027 8.693 13.346
4.646 2.384 1.133 16.998
7.130 11.490 1.708 8.662
4.132 6.255 14.560 1.242
9.838 0.267 0.311 9.360
4.714 1.184 0.325 6.667
6.841 1.665 0.265 0.594
3.174 1.800 0.221 5.083
0.182 0.038 0.059 0.260
1.228 0.066 0.210 12.102
0.337 0.005 0.073 0.082
4.419 0.143 0.131 1.219
1.171 0.544 0.186 1.076
9.320 0.124 0.092 4.939
3.539 0.041 0.085 0.781
4.975 6.053 0.765 4.323
2.273 1.842 2.515 3.285
1.117 0.162 0.489 0.952
1.808 0.088 0.135 2.058
1.640 0.206 0.136 3.668
4.545 0.020 0.040 1.174
2.145 0.056 0.044 0.488
2.770 0.046 0.198 0.178
1.077 0.005 0.236 3.779
0.934 0.401 0.508 0.665
1.894 2.043 0.373 0.745
10.690 3.119 0.338 6.264
6.253 0.603 0.680 9.242
4.693 4.513 3.611 9.771
2.696 2.576 7.886 7.018
4.417 2.057 2.034 0.058
3.217 0.396 0.202 2.191
0.387 0.624 0.688 9.546
3.509 18.555 9.577 8.110
1.615 42.185 14.693 13.208
1.590 2.982 0.647 0.541
8.859 2.221 0.414 4.987
0.204 0.639 0.129 0.590
3.619 0.112 0.021 6.487
2.285 10.312 1.780 11.534
1.041 18.616 13.391 1.460
4.528 13.615 17.134 1.373
1.346 14.060 14.278 0.544
1.306 8.675 3.394 7.415
12.838 4.080 7.322 7.384
1.185 12.826 14.915 10.650
5.726 7.914 5.291 12.399
2.222 0.093 0.000 2.057
0.567 0.013 0.000 0.269
0.036 0.030 0.039 0.034
0.958 1.337 3.168 0.141
4.528 5.239 1.292 0.432
10.286 1.679 0.820 1.385
1.844 0.080 0.463 4.696
0.717 0.281 0.078 0.303
0.238 0.039 0.158 0.049
0.139 0.002 0.076 0.040
0.066 0.005 0.014 0.146
0.074 0.253 0.220 0.008
0.432 0.283 0.078 0.421
1.598 4.294 0.390 0.135
0.058 3.900 2.600 0.084
0.536 1.655 2.513 0.096
2.543 9.037 14.614 6.446
7.250 2.049 4.054 4.800
5.997 2.014 4.962 0.303
0.132 3.991 6.378 0.288
0.012 10.861 11.035 0.364
3.492 8.155 16.312 8.597
1.786 6.091 17.496 11.265
0.243 5.087 8.933 1.331
0.424 2.244 0.405 0.423
0.014 4.214 1.473 0.128
0.624 6.306 1.145 1.967
0.005 4.625 15.375 0.057
0.015 0.686 1.205 0.835
0.001 0.003 0.005 0.248
0.003 0.155 0.179 0.740
0.001 1.828 0.831 0.082
0.005 1.028 0.438 0.049
0.004 1.939 0.849 3.118
0.003 2.517 7.503 0.081
0.002 1.705 7.537 0.096
0.001 6.203 3.433 0.187
0.001 2.200 6.032 0.199
0.000 0.898 3.261 5.635
0.002 0.015 0.112 0.047
0.003 0.548 0.614 0.078
0.001 0.651 0.515 0.004
0.000 0.008 0.654 0.001
0.000 0.053 0.006 0.056
0.002 0.010 0.003 0.002
0.001 0.064 0.001 0.188
0.000 0.027 0.003 0.048
0.002 0.005 0.642 0.245
0.646 2.060 2.874 3.625
4.032 0.548 0.166 9.635
2.248 0.287 0.197 2.736
4.044 6.779 2.219 2.625
1.311 0.379 0.046 0.384
1.555 0.010 0.006 0.618
0.002 0.002 0.002 0.024
0.043 0.074 0.073 0.057
0.104 0.178 0.092 0.045
0.315 0.451 0.254 0.214
1.071 0.134 0.011 0.149
0.724 0.089 0.048 0.043
1.356 0.017 0.153 0.027
0.318 0.102 0.132 1.181
4.256 0.042 0.052 4.582
0.275 0.037 0.252 0.252
2.477 0.018 0.119 0.336
0.027 0.001 0.006 0.179
0.319 0.520 0.050 0.142
0.706 4.314 0.034 0.270
1.510 0.137 0.001 7.597
0.022 0.002 0.007 0.375
0.355 0.001 0.003 0.409
0.321 0.031 0.004 0.089
0.051 6.024 7.657 1.262
0.075 7.047 8.484 0.408
0.662 1.481 5.046 4.267
1.654 9.852 13.406 5.968
3.662 6.245 6.878 3.265
1.733 0.381 0.403 3.546
0.883 0.646 0.238 0.966
0.338 0.015 0.018 0.209
0.112 0.060 0.323 0.083
0.460 0.000 0.000 0.919
0.399 1.871 0.480 3.592
0.531 2.302 0.313 7.392
0.593 0.037 0.333 1.139
0.019 0.007 0.003 0.188
2.908 0.029 0.002 10.412
1.713 4.408 0.775 0.250
0.685 0.031 0.004 0.314
0.473 0.027 0.000 5.248
0.145 1.518 0.058 0.149
0.410 0.002 0.001 0.485
0.415 0.043 0.008 0.136
0.393 0.008 0.001 0.543
0.234 0.001 0.001 0.175
0.004 0.000 0.000 0.010
0.033 0.000 0.000 0.065
0.119 0.000 0.000 0.100
0.631 0.007 0.170 2.365
0.675 0.008 0.158 1.280
0.382 0.001 0.001 0.258
0.037 0.001 0.001 0.315
0.029 0.003 0.053 0.002
0.877 0.005 0.452 0.101
2.779 0.030 0.019 10.034
3.130 0.001 0.001 1.280
0.209 0.008 0.353 0.214
0.825 0.056 0.327 2.784
2.421 1.360 0.094 12.898
24.993 2.676 0.466 14.317
1.794 5.307 0.071 7.468
4.098 11.868 1.648 1.444
6.065 8.931 0.406 4.801
5.756 21.788 3.771 7.719
7.808 28.149 17.248 5.347
8.952 23.775 45.150 18.920
1.624 19.118 83.040 13.499
0.142 12.799 15.055 4.282
9.059 2.692 15.291 8.210
0.124 7.715 2.546 0.153
28.843 22.712 21.261 19.178
2.221 52.137 20.098 7.497
0.738 5.432 1.574 14.630
5.012 5.705 7.637 1.749
1.497 7.995 5.286 7.306
1.298 3.353 13.285 0.440
6.888 13.637 7.379 2.878
1.731 11.948 38.169 4.301
2.343 5.727 15.201 0.246
5.951 7.062 2.633 1.227
2.969 2.667 1.046 0.343
3.964 14.225 7.029 7.049
3.235 11.165 16.777 7.761
8.289 13.832 16.825 11.779
9.610 4.590 3.649 0.854
7.164 14.382 8.348 2.536
5.476 4.774 5.700 11.857
2.774 3.147 4.532 1.615
1.353 4.249 0.392 6.973
1.208 6.123 1.367 7.359
0.215 1.373 0.461 0.615
5.833 1.185 0.146 2.589
1.276 0.068 0.270 3.579
4.169 24.346 5.036 6.702
0.389 21.147 20.176 13.986
1.929 0.290 0.213 2.399
0.656 5.227 3.136 5.897
3.428 8.920 13.896 4.030
2.849 4.054 9.792 0.112
0.838 8.625 2.337 5.888
0.802 0.357 0.356 2.294
0.511 0.390 0.489 0.684
0.897 2.473 0.336 2.932
0.965 1.948 0.363 11.883
8.818 15.937 7.828 7.372
2.605 2.546 2.021 7.635
1.880 1.352 0.280 9.606
0.345 1.093 0.302 2.812
6.321 0.709 0.574 0.536
1.332 4.706 1.112 1.872
2.607 4.494 5.432 4.974
1.427 3.007 12.403 1.341
0.574 0.622 0.110 2.379
0.770 0.234 0.284 5.197
2.068 0.257 0.195 1.138
1.219 0.047 0.264 0.564
1.055 0.661 0.030 0.117
1.234 0.175 0.540 0.077
0.511 2.451 7.107 0.130
0.189 0.750 0.587 0.348
0.315 0.841 0.691 0.009
0.497 0.615 0.854 0.201
0.695 0.710 1.043 0.291
4.370 0.943 0.721 0.768
0.391 0.363 0.291 1.421
0.791 0.111 0.263 0.550
1.989 0.049 0.077 0.501
0.408 1.012 0.835 1.070
3.826 1.541 0.816 6.581
7.138 2.868 2.817 6.941
2.929 4.707 14.095 10.765
0.230 0.804 4.260 3.513
1.404 5.172 4.240 0.732
1.658 0.968 1.988 0.133
2.712 1.049 9.511 0.173
2.468 0.980 3.106 0.001
0.429 0.028 0.291 0.013
0.675 0.340 0.474 0.000
0.209 0.137 0.149 0.010
2.425 0.144 0.436 0.019
4.097 0.090 0.185 0.086
0.342 3.072 5.049 0.036
3.795 4.865 0.871 0.330
0.190 0.034 0.250 0.040
0.157 5.103 6.318 0.034
0.192 0.447 1.978 0.073
3.517 3.691 8.079 1.650
3.390 3.363 5.491 0.855
9.457 0.174 0.128 2.162
2.678 0.020 0.116 0.021
0.640 0.000 0.000 0.091
0.393 0.000 0.001 0.010
0.363 0.073 0.164 0.014
0.736 0.507 0.042 0.096
4.371 0.075 0.034 0.026
7.723 0.000 0.015 0.000
0.139 0.027 0.109 0.000
0.669 0.192 0.490 0.034
3.580 0.112 0.336 0.088
8.114 0.040 0.214 0.484
2.748 0.390 0.374 0.330
1.149 0.538 0.642 0.697
1.375 0.143 0.306 1.262
0.537 0.002 0.002 0.038
0.584 0.001 0.058 0.001
4.007 0.006 0.001 0.427
0.244 0.060 0.237 0.020
0.061 0.002 0.153 0.001
0.466 0.001 0.001 0.001
0.062 0.003 0.003 0.003
0.001 0.001 0.001 0.001
0.005 0.258 0.014 0.001
0.001 0.001 0.003 0.001
0.128 0.001 0.001 0.001
0.001 0.001 0.012 0.001
0.001 0.138 0.102 0.001
0.001 0.056 0.068 0.010
0.554 0.033 0.056 0.000
1.809 0.040 0.001 0.001
0.119 0.009 0.003 0.001
0.878 0.003 0.005 0.002
0.045 0.211 0.021 0.000
0.416 0.537 0.639 0.073
0.015 0.015 0.672 0.001
0.375 0.016 0.042 0.003
0.488 0.499 0.244 0.001
0.418 0.194 0.274 0.001
0.860 0.369 0.208 0.002
0.202 0.898 0.769 0.048
3.806 2.781 1.159 0.322
0.363 1.600 0.058 0.070
2.199 0.071 0.003 1.579
0.267 0.044 0.026 0.013
5.964 0.172 0.333 0.112
4.536 0.085 0.153 0.001
1.828 0.049 0.410 0.148
0.852 0.012 0.106 0.125
0.422 0.092 0.280 0.000
0.879 0.611 0.205 0.000
0.075 0.165 0.284 0.001
0.138 0.226 0.398 0.038
0.974 0.011 0.080 0.115
1.735 0.094 0.196 0.119
1.177 0.030 0.159 0.124
1.501 0.006 0.109 0.054
0.316 0.000 0.000 0.000
0.001 0.001 0.001 0.001
0.001 0.001 1.412 0.001
0.002 0.069 0.653 0.000
0.183 0.094 1.431 0.225
1.899 0.000 0.006 10.587
0.782 0.000 0.008 0.000
0.081 0.001 0.001 0.001
0.001 0.001 0.001 0.001
0.209 0.006 0.027 0.003
0.185 0.000 0.085 0.000
2.104 0.005 0.082 0.001
0.619 0.000 0.000 0.000
2.507 0.001 0.001 0.001
0.589 0.002 0.126 0.001
4.804 0.526 0.218 0.480
4.048 1.137 2.444 2.162
1.927 3.009 0.870 6.354
4.914 6.042 22.650 9.464
4.792 0.011 0.197 4.847
3.107 3.947 1.837 2.720
1.992 0.916 0.894 7.204
1.729 0.490 0.436 1.310
4.819 0.143 0.147 0.366
0.539 0.000 0.013 0.426
0.513 0.010 0.038 0.327
0.606 0.015 0.125 0.321
1.302 0.042 0.186 0.912
4.828 0.001 0.038 0.141
6.466 0.002 0.002 0.002
2.511 0.038 0.181 0.001
1.569 0.064 0.514 0.139
0.772 0.003 0.003 5.158
3.145 0.003 0.005 0.730
0.170 0.001 0.021 0.189
2.634 0.000 0.000 0.206
3.983 0.001 0.001 0.001
0.216 0.003 0.022 0.031
0.395 0.035 0.126 2.538
3.233 0.056 0.154 2.205
5.813 0.020 0.086 2.125
0.539 0.884 0.387 2.541
5.129 0.029 0.069 8.450
2.166 0.052 0.092 0.497
0.232 0.017 0.009 0.221
3.887 0.003 0.007 0.484
7.475 0.196 0.147 10.438
2.564 0.505 0.170 7.679
0.986 0.011 0.005 0.233
1.557 0.092 0.162 0.941
3.677 0.001 0.001 1.247
0.462 0.000 0.000 0.006
1.609 0.014 0.396 0.262
5.188 0.011 0.062 0.075
6.955 1.301 0.752 2.363
6.642 0.378 0.482 11.953
6.827 0.425 0.035 11.413
0.438 1.068 0.166 2.757
8.697 1.167 0.077 8.697
4.907 0.014 0.157 5.673
3.388 0.225 0.060 2.226
5.534 1.343 0.927 1.583
0.987 0.662 0.515 8.392
4.513 0.761 0.324 12.029
0.168 0.252 0.380 3.682
0.310 0.013 0.013 5.536
2.717 0.315 0.161 2.527
4.506 3.938 5.946 1.151
3.448 2.475 0.760 10.608
5.297 3.785 0.957 18.308
6.586 9.898 3.044 8.012
8.312 10.453 2.648 6.121
5.343 1.550 9.564 3.639
9.593 1.529 1.875 6.825
16.133 17.871 18.785 24.890
17.366 9.096 20.838 14.582
10.400 12.055 17.815 3.150
0.909 10.727 15.276 0.327
1.284 9.169 12.637 1.678
4.479 8.897 11.146 4.700
23.210 19.362 0.994 8.143
5.167 2.510 0.193 12.562
1.383 0.701 0.483 5.582
1.972 1.536 0.508 9.486
3.665 15.115 2.044 1.484
1.104 28.227 15.353 4.043
5.813 15.452 20.450 16.222
0.744 13.344 19.910 0.581
0.999 8.594 4.902 1.196
2.418 0.668 0.326 3.757
3.553 12.267 9.543 0.900
5.356 18.447 22.161 5.089
10.616 26.043 26.774 9.531
2.054 13.046 7.870 11.942
0.569 5.165 10.541 1.388
8.543 15.824 3.589 4.136
1.576 7.758 3.637 6.684
6.453 13.952 14.070 9.945
1.693 9.968 30.683 0.677
1.558 8.224 5.730 0.735
2.124 5.800 12.063 11.181
0.534 8.066 28.972 0.676
5.695 27.320 22.385 15.892
10.300 5.015 15.689 43.360
0.623 3.149 1.621 0.736
2.330 10.329 1.147 10.176
21.670 1.324 0.355 5.812
1.861 2.253 0.452 0.983
4.204 9.805 3.291 7.523
2.124 11.423 18.885 4.330
1.987 7.618 14.693 2.168
1.718 0.617 2.580 4.638
4.645 8.261 4.554 1.399
3.426 5.562 12.881 0.362
6.164 9.693 5.823 1.547
6.265 2.804 9.118 0.800
3.271 10.289 13.582 3.313
0.722 6.503 12.558 4.818
2.801 8.525 14.433 6.476
0.003 14.952 9.900 0.112
0.047 3.829 7.032 7.849
0.016 8.347 4.420 9.229
0.023 7.384 11.913 0.909
0.849 10.276 17.338 2.508
0.912 4.556 9.327 0.748
6.268 11.506 0.985 1.860
2.520 9.123 8.474 5.469
3.564 8.942 15.810 5.592
2.311 8.456 27.437 1.359
8.487 0.162 0.102 1.013
0.314 0.429 0.051 0.322
0.823 0.817 0.320 0.341
0.652 2.809 0.610 0.848
8.301 5.817 0.785 1.124
1.485 0.510 0.215 2.264
1.551 0.133 0.024 0.786
0.055 0.401 0.055 0.370
0.029 0.761 0.980 0.097
0.004 0.771 0.618 0.390
0.217 0.431 0.180 0.422
0.024 0.257 0.414 0.068
1.482 1.092 0.502 5.331
3.868 0.057 0.113 2.928
0.573 0.164 0.312 0.165
1.438 1.401 0.296 0.135
0.687 1.982 1.901 1.451
7.664 7.184 9.691 9.895
12.529 11.211 9.999 16.666
4.265 6.683 17.163 7.006
9.439 4.504 9.790 9.429
1.301 6.881 5.850 1.885
2.036 9.315 20.044 6.814
5.821 3.430 7.006 1.099
0.556 3.680 5.601 0.347
13.177 2.941 11.020 6.172
0.393 3.467 5.526 1.040
1.281 10.750 7.314 2.159
0.327 4.269 10.536 0.556
1.476 8.225 23.444 1.038
9.550 17.122 2.668 1.959
0.059 7.466 8.539 1.314
0.671 5.338 6.844 0.394
0.034 2.198 1.151 0.175
0.002 1.573 0.836 0.058
0.002 2.492 1.932 0.110
0.000 0.575 0.475 0.042
0.001 0.302 2.636 0.315
0.001 10.604 17.537 0.166
2.416 4.949 15.825 0.001
0.139 7.185 0.936 0.069
0.008 0.298 0.109 0.148
1.000 0.190 0.322 0.792
0.005 0.922 0.427 0.105
0.441 0.009 0.014 0.083
0.054 0.101 0.351 0.161
0.003 1.525 0.765 0.191
0.149 4.368 6.593 2.894
0.000 2.854 10.116 0.091
0.011 1.860 2.494 0.106
0.001 0.443 2.094 0.075
0.287 2.751 13.292 0.424
0.006 0.178 0.777 0.105
0.976 3.554 0.870 0.182
3.700 0.278 0.234 0.354
0.137 0.001 0.001 0.342
0.384 0.001 0.001 0.166
0.039 0.253 1.052 0.001
0.722 8.204 10.848 2.427
2.919 0.329 0.581 10.664
3.050 0.376 0.785 14.104
0.191 0.002 0.004 0.414
1.225 0.000 0.000 20.295
0.883 0.002 0.002 0.348
0.364 0.006 0.016 0.079
0.297 7.364 0.774 0.177
5.576 6.052 2.848 7.846
0.317 0.045 0.126 0.702
0.738 0.014 0.349 5.547
4.836 0.109 0.186 0.400
1.297 0.420 0.075 3.450
3.560 0.408 0.457 8.231
1.002 0.115 0.312 2.881
1.049 0.000 0.001 1.087
0.026 0.006 0.002 0.408
0.160 2.143 3.468 0.266
3.642 19.395 26.774 5.007
12.963 5.782 8.356 2.397
0.562 1.342 2.272 0.617
2.152 0.487 0.008 6.532
0.805 0.025 0.148 1.163
0.767 0.001 0.001 0.595
0.090 0.001 0.001 0.270
0.037 0.001 0.001 0.005
0.312 0.001 0.005 0.020
0.102 1.034 0.988 1.155
2.996 1.374 3.530 0.354
0.354 0.062 0.058 0.551
0.373 0.617 0.154 0.461
1.837 0.033 0.147 6.663
0.845 15.847 1.223 0.344
0.336 0.580 0.323 1.138
3.249 2.425 0.079 1.833
2.771 0.046 0.506 3.580
0.171 0.000 0.000 1.418
0.333 0.204 0.163 3.316
3.374 0.083 0.064 0.723
0.978 1.203 0.019 0.836
0.548 0.820 1.395 6.210
1.346 6.704 3.346 3.166
13.012 10.141 7.509 23.749
6.595 7.168 3.482 8.398
15.635 11.440 14.648 9.449
1.922 12.161 11.138 1.229
5.964 1.451 5.076 1.377
3.472 0.114 0.109 1.898
13.067 0.001 0.001 1.634
5.822 0.018 0.004 10.664
2.910 6.562 5.616 8.303
5.250 1.044 0.429 2.416
6.791 1.335 0.326 3.667
3.187 0.285 0.013 4.225
2.205 0.081 0.057 10.991
1.711 0.717 0.314 5.990
2.094 0.338 0.166 4.433
11.335 1.880 0.345 2.785
5.407 2.109 0.326 3.009
4.850 16.658 6.819 2.013
11.735 20.440 21.083 8.749
0.321 1.912 12.202 0.978
0.472 4.606 10.477 2.615
5.585 7.163 10.945 5.667
1.364 2.960 16.334 3.778
6.871 19.919 13.955 7.695
7.292 7.668 5.447 8.018
10.700 14.964 4.427 18.051
1.704 5.313 1.775 6.000
2.248 9.687 23.782 9.225
8.607 11.964 12.094 4.962
11.060 12.143 10.807 6.083
20.237 23.024 19.316 21.970
3.517 10.166 9.183 1.039
5.630 0.491 0.310 6.563
3.662 0.032 0.037 5.839
3.782 2.887 1.643 1.905
10.054 13.200 5.481 4.975
1.664 5.761 2.457 4.044
5.136 2.147 1.638 0.359
3.019 0.401 0.251 0.053
0.174 0.425 0.228 0.136
3.104 0.371 0.184 0.030
3.125 0.017 0.017 0.439
0.434 0.016 0.165 0.009
3.894 0.218 0.332 0.025
5.057 1.292 0.332 0.005
0.362 1.751 0.513 0.003
0.005 0.759 1.527 0.001
0.086 0.246 1.439 0.010
0.204 0.108 0.193 0.120
0.266 0.028 0.151 0.007
0.001 0.001 0.009 0.001
0.001 0.170 0.303 0.001
0.189 0.078 0.248 0.023
0.273 0.204 0.769 0.007
0.194 0.053 0.371 0.034
0.767 0.015 0.417 0.000
0.577 0.068 0.360 0.030
0.602 0.241 0.751 0.036
0.611 0.261 0.404 0.516
0.830 0.165 0.260 0.372
0.773 0.125 0.144 0.554
1.055 0.022 0.040 0.204
0.488 0.012 0.145 0.274
0.463 0.010 0.018 0.005
0.136 0.014 0.006 0.023
1.357 0.009 0.025 0.099
0.314 0.005 0.137 0.087
0.250 0.035 0.022 0.010
0.000 0.005 0.001 0.000
0.000 0.006 0.064 0.000
0.002 0.094 0.026 0.002
0.272 0.064 0.265 0.027
0.199 0.017 0.471 0.014
0.551 0.135 0.321 0.065
0.009 0.059 0.254 0.015
1.496 0.822 0.207 0.098
0.412 0.149 0.189 0.009
2.174 1.260 1.805 0.068
9.911 2.292 0.380 0.104
1.449 0.546 0.913 0.018
0.964 0.667 0.382 0.000
13.340 9.442 15.896 0.007
3.384 1.528 4.873 1.750
2.373 0.068 0.135 0.176
0.253 0.012 0.023 0.004
0.041 0.011 0.004 0.000
0.035 0.000 0.000 0.000
0.015 0.000 0.000 0.000
0.000 0.000 0.000 0.000
0.003 0.003 0.003 0.003
0.000 0.091 0.167 0.000
0.002 0.192 0.262 0.002
0.000 0.039 0.015 0.000
0.001 1.145 0.245 0.001
0.069 0.228 0.081 0.000
0.000 0.000 0.044 0.000
0.001 0.001 0.101 0.001
0.015 0.071 0.490 0.047
0.369 0.621 0.520 0.001
0.003 0.000 0.013 0.000
0.000 0.433 0.043 0.000
0.001 0.012 0.116 0.001
0.001 0.005 0.008 0.001
0.107 0.007 0.004 0.000
0.384 0.037 0.463 0.001
0.394 0.035 0.094 0.000
0.620 0.078 0.311 0.031
0.825 0.017 0.113 0.005
0.373 0.003 0.073 0.001
0.562 0.000 0.047 0.000
0.180 1.418 0.719 0.000
0.983 0.891 0.265 0.000
5.072 0.045 0.182 0.034
0.265 0.064 0.240 0.009
0.422 0.020 0.191 0.126
2.379 0.001 0.001 0.537
0.689 0.001 0.001 0.011
0.056 0.000 0.000 0.004
0.132 0.486 0.247 0.000
1.024 0.001 0.001 0.002
0.068 0.016 0.565 0.001
0.151 0.037 0.146 0.001
0.003 0.002 0.008 0.002
0.001 0.001 0.001 0.001
0.028 0.007 0.199 0.001
0.029 0.147 0.002 0.001
3.192 2.133 0.001 0.001
3.840 0.983 0.017 0.146
1.114 0.050 0.033 0.001
2.225 0.343 0.192 0.012
8.615 0.008 0.060 0.383
2.163 0.001 0.001 0.001
1.230 0.019 0.006 0.000
0.418 0.010 0.210 0.002
3.028 0.115 0.219 0.494
2.161 0.680 0.483 1.708
1.412 0.137 0.362 0.550
2.795 0.002 0.002 0.013
0.058 0.002 0.002 0.002
0.014 0.000 0.000 0.000
0.003 0.000 0.000 0.000
0.003 0.001 0.001 0.001
0.204 0.048 0.146 0.001
0.159 0.198 0.048 0.009
0.286 0.578 0.246 0.002
15.091 0.001 0.001 0.466
0.515 0.001 0.001 0.001
0.670 0.017 0.040 0.006
1.323 0.008 0.003 0.001
1.002 0.006 0.103 0.001
0.000 0.000 0.000 0.000
0.007 0.002 0.004 0.002
0.005 0.067 0.155 0.000
0.348 0.785 0.195 0.001
0.579 0.051 0.122 0.001
0.544 0.008 0.140 0.000
0.420 0.027 0.259 0.001
3.384 0.536 1.290 1.182
6.427 0.114 0.071 4.530
2.901 0.001 0.002 0.137
0.374 0.070 0.135 0.087
0.825 0.001 0.001 0.166
1.363 0.001 0.056 0.094
2.156 0.045 0.135 0.021
4.546 0.053 0.145 0.003
0.703 0.090 0.183 0.022
6.078 2.302 3.082 0.138
2.648 0.440 2.780 4.522
8.430 0.071 0.436 7.233
0.124 2.358 0.451 4.293
1.619 0.996 0.497 0.438
6.835 0.005 0.004 2.238
0.527 0.000 0.000 0.000
1.666 0.063 0.221 0.000
2.550 0.062 0.116 0.835
3.547 0.162 0.031 1.285
2.202 4.352 0.402 4.541
0.258 0.661 4.315 1.504
8.281 2.107 0.845 12.856
3.469 5.049 2.356 5.436
6.013 0.265 0.679 2.930
7.570 2.854 2.442 5.659
0.077 11.254 8.395 5.207
0.393 5.585 1.769 2.249
7.564 17.161 7.855 28.303
11.550 13.110 10.910 1.200
3.400 8.889 13.785 4.374
4.860 4.381 4.146 11.770
3.985 5.159 0.802 4.094
0.225 0.322 0.151 0.416
6.870 0.149 0.217 4.763
0.649 0.006 0.003 2.016
2.764 0.006 0.160 0.916
1.665 0.006 0.110 1.140
0.883 0.002 0.165 0.012
0.119 0.001 0.014 0.001
0.398 0.000 0.007 0.008
1.413 0.003 0.003 0.004
2.165 0.020 0.139 0.386
3.862 0.004 0.048 2.855
2.072 0.195 0.124 7.871
0.890 0.002 0.010 2.438
0.601 0.002 0.263 0.089
3.761 0.095 0.000 0.000
0.025 0.025 0.122 0.001
0.418 0.010 0.033 0.125
0.442 0.001 0.006 0.139
0.437 0.036 0.002 1.421
6.432 0.003 0.002 9.222
3.400 0.012 0.001 2.986
0.952 0.552 0.884 7.231
4.463 0.868 0.064 2.537
5.698 0.003 0.010 8.052
0.661 0.102 0.053 0.577
2.409 0.893 0.268 3.001
4.286 2.892 1.482 12.238
5.908 9.904 14.174 7.222
4.372 9.613 2.122 5.032
4.464 1.466 0.192 9.729
7.833 0.033 0.022 5.035
8.879 0.003 0.013 1.173
4.914 0.010 0.048 8.768
1.511 0.094 0.121 6.839
4.572 1.264 0.067 0.512
6.799 2.565 0.729 2.558
4.982 7.357 11.861 15.641
1.341 0.301 0.016 7.575
5.345 0.075 0.280 6.984
7.229 2.227 1.062 12.711
6.942 3.259 0.148 2.407
4.098 3.437 0.504 18.242
1.871 7.167 4.156 4.221
1.500 3.085 4.905 1.881
0.636 1.316 0.388 0.638
6.418 0.088 0.086 5.282
3.965 0.378 0.437 13.077
1.351 1.413 6.080 2.545
1.000 0.558 5.134 0.782
6.728 3.708 7.791 4.223
1.917 9.184 26.325 2.809
2.526 2.372 3.888 2.073
4.051 0.681 0.307 1.055
1.105 1.179 3.209 0.480
7.167 0.968 0.345 11.316
0.160 7.886 23.933 1.864
3.690 3.797 3.962 6.243
5.298 3.905 5.383 13.436
0.692 1.834 1.049 4.701
3.753 0.001 0.093 1.372
0.001 0.188 0.165 0.004
0.403 0.649 0.492 0.266
7.910 4.941 8.791 1.258
0.937 0.203 0.182 1.548
0.868 1.487 3.969 5.865
5.725 0.093 0.115 4.600
0.490 3.365 0.310 7.784
6.314 0.032 0.029 0.735
2.051 0.001 0.033 2.801
1.627 1.136 0.167 0.472
0.110 6.345 1.905 2.848
0.505 0.726 0.143 2.298
0.048 0.001 0.001 0.548
0.091 0.000 0.000 0.418
0.000 0.000 0.000 0.009
0.015 0.003 0.021 0.263
0.753 0.001 0.507 0.486
0.059 0.004 0.001 1.238
0.469 0.000 0.000 0.047
0.243 0.003 0.262 0.235
1.315 0.144 0.376 1.501
0.033 0.091 0.028 9.608
0.005 0.253 0.340 2.626
0.089 8.824 3.041 2.627
3.306 13.229 14.377 4.312
5.405 2.719 1.103 1.998
9.195 6.568 11.521 18.773
5.946 7.486 18.283 8.803
1.607 0.031 0.168 0.215
0.229 0.000 0.000 0.291
0.001 0.001 0.001 0.039
0.268 0.002 0.002 0.005
0.000 0.054 0.074 0.001
0.000 0.402 0.440 0.009
0.001 0.072 0.183 0.089
0.280 0.341 0.114 0.521
0.034 0.364 0.052 1.021
0.001 0.000 0.040 0.001
0.001 0.207 0.051 0.327
0.351 3.160 0.706 0.109
0.722 0.155 0.027 0.083
0.579 0.007 0.017 0.174
0.000 0.000 0.000 0.006
0.013 0.000 0.000 0.001
0.131 0.001 0.000 0.037
0.005 0.079 0.002 0.059
4.221 0.016 0.793 1.858
0.635 0.014 0.259 0.663
5.242 0.002 0.002 0.468
0.071 0.001 0.001 1.852
0.000 0.000 0.014 0.113
0.702 0.109 0.259 2.328
0.059 1.555 1.354 0.814
6.358 3.137 2.085 9.285
2.152 16.353 15.075 11.234
