# era5_prcp_-0.17_31.37  era5_prcp_-1.86_34.52  era5_prcp_-1.94_35.1  era5_prcp_-1.83_30.42
4.021 26.103 28.895 0.254
1.488 2.433 1.779 1.473
1.348 5.638 13.419 0.792
10.124 1.448 0.411 5.684
1.118 2.123 0.447 0.963
0.244 0.587 0.291 3.014
0.336 14.971 4.730 1.229
6.056 0.962 0.252 13.924
3.410 4.098 2.087 3.721
7.688 13.374 1.530 8.367
19.580 11.749 15.047 13.295
0.977 12.764 17.232 2.660
2.282 8.724 13.729 1.971
2.043 10.062 1.296 7.852
19.610 19.171 13.181 5.598
2.863 33.706 17.942 0.967
1.678 1.450 5.442 0.604
0.775 7.684 8.962 1.050
4.370 1.359 7.365 0.273
2.072 1.279 3.864 5.485
5.036 7.211 4.154 7.196
1.660 9.651 12.716 1.718
4.291 8.391 10.379 8.878
1.258 2.988 0.354 6.703
0.873 0.334 0.449 4.606
3.207 2.649 0.316 3.804
1.875 1.792 3.304 5.092
3.869 4.258 8.717 12.757
1.063 8.117 22.757 10.522
0.256 7.333 0.737 1.776
4.935 17.873 15.524 10.310
4.111 10.421 21.540 16.912
12.887 13.172 10.336 8.421
2.288 9.826 11.961 10.216
5.324 0.128 0.315 5.404
1.533 6.759 4.442 2.145
7.175 3.322 12.530 1.842
4.755 0.127 1.115 3.927
0.767 0.266 0.944 1.645
19.131 7.491 7.420 11.387
7.967 16.255 15.825 10.341
4.851 1.639 10.120 0.567
0.062 0.101 0.055 0.083
7.577 0.452 0.858 1.600
0.890 5.069 2.880 0.485
5.378 0.702 0.144 5.453
3.920 4.510 0.731 0.732
4.233 2.067 0.715 0.843
0.526 0.305 0.286 1.379
1.012 0.394 0.176 0.420
0.984 0.243 1.170 0.156
0.216 0.729 0.245 0.071
0.041 0.010 0.051 0.503
0.512 0.498 0.327 0.354
0.457 0.329 0.598 0.402
0.383 0.416 1.351 0.545
0.540 0.282 1.697 1.815
6.827 3.384 6.992 1.530
4.297 1.798 1.584 0.264
0.332 0.023 0.004 0.386
0.739 0.080 0.037 0.394
0.853 0.030 0.069 0.374
0.383 0.401 1.139 0.000
0.347 0.311 1.124 0.018
0.054 0.519 0.728 0.005
0.453 1.316 0.523 0.340
0.419 0.120 0.591 0.218
0.269 0.091 0.769 0.001
0.237 0.156 0.273 0.017
0.702 0.527 0.088 0.411
0.972 0.078 0.439 0.060
0.225 0.221 7.908 0.442
0.554 0.020 0.274 0.125
0.364 0.025 0.139 0.000
0.249 0.237 0.428 0.001
5.875 0.149 0.836 0.001
0.429 0.003 0.084 0.000
0.037 0.018 0.144 0.000
0.001 1.454 0.831 0.001
0.054 0.128 0.043 0.010
0.278 0.020 0.199 0.133
0.002 0.026 0.137 0.002
0.009 0.039 0.126 0.002
0.121 0.143 0.067 0.001
0.687 0.229 0.412 0.103
3.312 0.001 0.240 0.041
0.203 0.002 0.002 0.002
0.451 0.003 0.008 0.000
1.649 0.591 0.096 0.161
0.393 0.005 0.028 0.110
0.002 0.003 0.002 0.002
0.003 0.006 0.000 0.000
0.000 0.000 0.000 0.000
0.001 0.001 0.001 0.001
0.001 0.001 0.001 0.001
0.000 0.005 0.000 0.000
0.048 0.003 0.006 0.003
0.002 0.001 0.001 0.001
0.001 0.001 0.001 0.001
0.001 0.001 0.001 0.001
0.000 0.000 0.000 0.000
0.008 0.003 0.087 0.000
0.002 0.045 0.002 0.002
0.003 0.023 0.184 0.001
0.117 2.655 4.537 0.002
8.249 9.333 9.729 0.252
0.504 9.357 8.385 0.261
1.856 2.833 10.592 0.330
5.573 1.302 0.263 0.042
0.775 0.002 0.071 0.001
0.001 0.013 0.001 0.001
0.004 0.000 0.000 0.000
0.003 0.002 0.099 0.001
0.001 0.000 0.080 0.000
0.000 0.660 1.270 0.000
0.004 0.027 0.211 0.000
0.150 0.066 0.005 0.002
2.130 1.839 0.041 0.002
0.504 0.043 0.114 0.001
0.967 1.615 0.199 0.415
2.528 0.245 0.015 0.431
0.060 0.000 0.000 0.000
0.001 0.001 0.002 0.001
0.002 0.079 0.223 0.002
0.000 0.022 0.072 0.000
0.000 0.002 0.006 0.000
0.017 0.001 0.001 0.001
3.831 6.799 5.906 0.002
6.304 2.609 1.600 0.123
3.578 0.002 0.001 0.433
2.655 1.252 0.002 0.002
0.764 0.298 0.094 0.001
0.106 0.052 0.298 0.001
0.010 0.000 0.000 0.000
0.000 0.000 0.005 0.000
0.020 0.007 0.015 0.000
0.087 0.162 0.034 0.000
0.133 0.171 0.534 0.000
4.132 0.173 0.329 0.513
4.658 0.016 0.354 0.324
0.445 0.870 0.107 0.041
0.858 0.011 0.451 0.010
0.080 3.115 0.014 0.070
2.564 0.049 0.088 0.156
7.767 3.200 1.147 0.266
1.411 0.884 0.135 1.710
2.950 0.299 0.000 0.063
0.055 0.008 0.001 0.001
0.278 0.000 0.000 0.000
0.016 0.001 0.002 0.001
0.023 0.018 0.005 0.059
0.156 0.001 0.020 0.002
0.108 0.067 0.042 0.002
1.087 0.005 0.011 0.001
0.274 0.154 0.086 0.001
3.612 0.429 0.893 0.000
6.471 1.140 4.763 3.144
0.252 0.121 0.335 0.523
0.123 0.025 0.040 0.202
0.422 0.027 0.036 0.195
1.583 0.002 0.003 0.022
0.156 0.005 0.001 0.040
0.407 0.011 0.001 0.001
0.331 0.086 0.190 0.238
8.491 0.000 0.185 0.074
0.289 0.116 0.213 5.111
2.536 0.036 0.407 0.760
7.519 0.000 0.002 1.049
4.229 0.070 0.756 0.113
0.278 0.008 0.082 0.044
0.052 0.005 0.011 0.187
1.589 0.004 0.001 0.476
0.084 0.003 0.036 0.001
0.508 0.002 0.006 0.002
0.089 0.000 0.000 0.000
0.043 0.003 0.010 0.003
0.073 0.171 0.396 0.000
1.463 0.199 0.259 0.462
0.906 0.008 0.035 0.682
4.382 2.396 13.838 1.965
2.828 11.022 13.500 7.296
0.801 1.237 0.082 6.120
4.925 0.028 0.131 6.081
0.641 0.051 0.008 0.041
4.153 0.038 0.219 0.001
0.003 0.033 0.203 0.053
0.139 0.016 0.155 0.042
0.166 0.146 0.201 0.114
2.868 2.613 2.070 0.022
8.784 5.900 3.037 7.927
3.654 9.891 22.228 1.255
3.145 4.265 0.070 0.366
2.753 0.027 0.014 1.916
1.560 0.012 0.002 0.021
0.161 0.003 0.000 0.000
1.067 0.152 0.000 0.160
5.408 2.152 0.128 0.192
3.644 2.547 0.239 7.720
8.764 5.132 3.222 14.359
3.840 2.177 0.343 0.783
1.063 0.013 0.103 11.443
1.627 0.034 0.116 14.779
0.265 0.000 0.000 0.190
1.135 0.014 0.093 0.011
3.266 0.162 0.031 0.198
1.335 1.760 0.321 0.351
3.834 9.651 0.253 0.802
1.377 5.442 4.224 0.805
1.326 10.394 16.138 7.107
6.876 7.857 23.509 10.483
10.594 9.026 3.790 8.470
46.054 5.328 0.263 8.220
1.166 0.282 0.245 2.531
0.483 0.026 0.034 0.960
0.908 1.269 0.348 0.155
3.974 1.270 0.841 3.813
2.262 0.237 0.125 1.004
1.364 0.471 0.813 2.098
3.029 3.316 0.274 0.539
0.226 0.004 0.002 0.200
0.021 0.005 0.000 0.120
0.654 0.100 0.012 0.161
8.453 0.780 0.437 3.051
0.137 0.013 0.201 1.476
0.191 0.026 0.070 3.857
1.724 0.066 0.214 0.106
4.290 4.232 2.355 0.470
4.069 1.723 0.089 12.051
2.530 0.524 0.014 4.294
7.117 0.174 0.128 1.227
0.135 0.001 0.066 0.723
1.550 0.755 1.348 0.411
10.520 10.461 4.167 9.412
5.613 0.003 0.117 3.378
0.043 0.168 4.827 0.019
0.782 0.668 2.553 5.522
16.307 1.091 0.049 3.980
6.379 13.697 3.840 3.422
5.785 5.600 10.183 3.060
5.830 4.132 6.867 9.576
1.037 1.831 0.452 0.594
6.406 11.415 17.044 2.157
18.453 11.393 19.436 12.816
0.590 6.762 20.870 2.743
7.340 10.036 12.461 4.126
5.123 24.861 24.541 4.811
7.483 7.505 10.248 4.059
0.478 0.563 0.296 9.306
9.867 10.374 26.708 17.283
2.002 14.101 16.336 8.813
2.857 7.118 29.390 10.226
1.806 4.233 2.941 13.294
1.286 6.489 6.172 20.254
1.067 6.039 9.229 9.513
1.721 8.335 18.415 8.468
0.019 12.436 5.492 3.675
0.199 7.758 20.705 15.550
1.492 2.519 8.574 0.146
0.011 4.394 0.800 0.596
0.052 0.240 0.217 0.210
0.214 0.094 0.273 0.003
1.122 1.604 13.006 0.728
1.446 0.509 0.207 4.251
1.254 1.546 2.107 7.386
1.101 3.094 0.584 0.801
0.113 1.159 1.891 0.343
1.132 6.187 16.730 0.344
2.119 0.175 0.318 3.713
0.374 0.166 0.208 0.562
0.078 2.742 5.797 0.916
25.952 6.988 16.378 12.402
3.099 0.825 2.824 0.102
1.713 15.759 20.762 11.822
0.431 16.590 2.903 4.726
3.405 9.643 12.348 18.515
1.558 20.250 23.885 0.789
1.509 9.426 0.803 10.998
2.897 0.175 0.083 0.303
0.559 0.157 0.011 0.268
0.130 0.038 0.012 0.122
0.001 0.130 0.240 0.013
0.001 0.331 0.201 0.001
0.000 0.732 1.102 0.000
0.000 0.987 8.798 0.250
