date,price_eur_m3
1950-05-15,0.00986754
1950-05-16,0.00981313
1950-05-17,0.00975899
1950-05-18,0.00970514
1950-05-19,0.00965163
1950-05-20,0.00959841
1950-05-21,0.00954547
1950-05-22,0.00949294
1950-05-23,0.00944076
1950-05-24,0.00938894
1950-05-25,0.00933753
1950-05-26,0.00928655
1950-05-27,0.00923598
1950-05-28,0.00918590
1950-05-29,0.00913617
1950-05-30,0.00908701
1950-05-31,0.00903826
1950-06-01,0.00899007
1950-06-02,0.00894237
1950-06-03,0.00889516
1950-06-04,0.00884858
1950-06-05,0.00880249
1950-06-06,0.00875696
1950-06-07,0.00871206
1950-06-08,0.00866771
1950-06-09,0.00862400
1950-06-10,0.00858092
1950-06-11,0.00853839
1950-06-12,0.00849657
1950-06-13,0.00845544
1950-06-14,0.00841495
1950-06-15,0.00837515
1950-06-16,0.00833606
1950-06-17,0.00829766
1950-06-18,0.00825996
1950-06-19,0.00822303
1950-06-20,0.00818680
1950-06-21,0.00815141
1950-06-22,0.00811672
1950-06-23,0.00808280
1950-06-24,0.00804965
1950-06-25,0.00801727
1950-06-26,0.00798572
1950-06-27,0.00795502
1950-06-28,0.00792509
1950-06-29,0.00789599
1950-06-30,0.00786780
1950-07-01,0.00784039
1950-07-02,0.00781381
1950-07-03,0.00778814
1950-07-04,0.00776338
1950-07-05,0.00773939
1950-07-06,0.00771638
1950-07-07,0.00769421
1950-07-08,0.00767295
1950-07-09,0.00765260
1950-07-10,0.00763315
1950-07-11,0.00761462
1950-07-12,0.00759700
1950-07-13,0.00758035
1950-07-14,0.00756461
1950-07-15,0.00754979
1950-07-16,0.00753587
1950-07-17,0.00752300
1950-07-18,0.00751097
1950-07-19,0.00749999
1950-07-20,0.00748992
1950-07-21,0.00748075
1950-07-22,0.00747264
1950-07-23,0.00746544
1950-07-24,0.00745921
1950-07-25,0.00745397
1950-07-26,0.00744963
1950-07-27,0.00744634
1950-07-28,0.00744397
1950-07-29,0.00744264
1950-07-30,0.00744222
1950-07-31,0.00744278
1950-08-01,0.00744432
1950-08-02,0.00744683
1950-08-03,0.00745033
1950-08-04,0.00745481
1950-08-05,0.00746019
1950-08-06,0.00746663
1950-08-07,0.00747397
1950-08-08,0.00748229
1950-08-09,0.00749153
1950-08-10,0.00750181
1950-08-11,0.00751300
1950-08-12,0.00752510
1950-08-13,0.00753825
1950-08-14,0.00755223
1950-08-15,0.00756720
1950-08-16,0.00758315
1950-08-17,0.00760000
1950-08-18,0.00761777
1950-08-19,0.00763644
1950-08-20,0.00765603
1950-08-21,0.00767652
1950-08-22,0.00769799
1950-08-23,0.00772030
1950-08-24,0.00774345
1950-08-25,0.00776758
1950-08-26,0.00779255
1950-08-27,0.00781836
1950-08-28,0.00784500
1950-08-29,0.00787256
1950-08-30,0.00790096
1950-08-31,0.00793019
1950-09-01,0.00796027
1950-09-02,0.00799111
1950-09-03,0.00802279
1950-09-04,0.00805525
1950-09-05,0.00808854
1950-09-06,0.00812260
1950-09-07,0.00815743
1950-09-08,0.00819303
1950-09-09,0.00822933
1950-09-10,0.00826640
1950-09-11,0.00830423
1950-09-12,0.00834270
1950-09-13,0.00838194
1950-09-14,0.00842187
1950-09-15,0.00846251
1950-09-16,0.00850377
1950-09-17,0.00854567
1950-09-18,0.00858826
1950-09-19,0.00863148
1950-09-20,0.00867527
1950-09-21,0.00871975
1950-09-22,0.00876472
1950-09-23,0.00881032
1950-09-24,0.00885655
1950-09-25,0.00890327
1950-09-26,0.00895055
1950-09-27,0.00899832
1950-09-28,0.00904665
1950-09-29,0.00909540
1950-09-30,0.00914471
1950-10-01,0.00919443
1950-10-02,0.00924465
1950-10-03,0.00929529
1950-10-04,0.00934634
1950-10-05,0.00939782
1950-10-06,0.00944972
1950-10-07,0.00950196
1950-10-08,0.00955456
1950-10-09,0.00960750
1950-10-10,0.00966080
1950-10-11,0.00971437
1950-10-12,0.00976830
1950-10-13,0.00982250
1950-10-14,0.00987691
1950-10-15,0.00993161
1950-10-16,0.00998658
1950-10-17,0.01004169
1950-10-18,0.01009709
1950-10-19,0.01015262
1950-10-20,0.01020836
1950-10-21,0.01026417
1950-10-22,0.01032019
1950-10-23,0.01037629
1950-10-24,0.01043252
1950-10-25,0.01048882
1950-10-26,0.01054519
1950-10-27,0.01060164
1950-10-28,0.01065815
1950-10-29,0.01071459
1950-10-30,0.01077110
1950-10-31,0.01082754
1950-11-01,0.01088398
1950-11-02,0.01094043
1950-11-03,0.01099673
1950-11-04,0.01105303
1950-11-05,0.01110912
1950-11-06,0.01116521
1950-11-07,0.01122110
1950-11-08,0.01127684
1950-11-09,0.01133244
1950-11-10,0.01138790
1950-11-11,0.01144309
1950-11-12,0.01149813
1950-11-13,0.01155289
1950-11-14,0.01160745
1950-11-15,0.01166172
1950-11-16,0.01171572
1950-11-17,0.01176936
1950-11-18,0.01182279
1950-11-19,0.01187588
1950-11-20,0.01192854
1950-11-21,0.01198093
1950-11-22,0.01203297
1950-11-23,0.01208451
1950-11-24,0.01213571
1950-11-25,0.01218655
1950-11-26,0.01223684
1950-11-27,0.01228678
1950-11-28,0.01233623
1950-11-29,0.01238519
1950-11-30,0.01243365
1950-12-01,0.01248163
1950-12-02,0.01252905
1950-12-03,0.01257598
1950-12-04,0.01262228
1950-12-05,0.01266809
1950-12-06,0.01271335
1950-12-07,0.01275797
1950-12-08,0.01280196
1950-12-09,0.01284539
1950-12-10,0.01288820
1950-12-11,0.01293030
1950-12-12,0.01297178
1950-12-13,0.01301262
1950-12-14,0.01305277
1950-12-15,0.01309221
1950-12-16,0.01313096
1950-12-17,0.01316901
1950-12-18,0.01320636
1950-12-19,0.01324293
1950-12-20,0.01327874
1950-12-21,0.01331378
1950-12-22,0.01334812
1950-12-23,0.01338163
1950-12-24,0.01341436
1950-12-25,0.01344632
1950-12-26,0.01347744
1950-12-27,0.01350780
1950-12-28,0.01353731
1950-12-29,0.01356592
1950-12-30,0.01359376
1950-12-31,0.01362075
1951-01-01,0.01364684
1951-01-02,0.01367209
1951-01-03,0.01369650
1951-01-04,0.01372000
1951-01-05,0.01374259
1951-01-06,0.01376427
1951-01-07,0.01378511
1951-01-08,0.01380498
1951-01-09,0.01382400
1951-01-10,0.01384204
1951-01-11,0.01385918
1951-01-12,0.01387541
1951-01-13,0.01389072
1951-01-14,0.01390506
1951-01-15,0.01391842
1951-01-16,0.01393087
1951-01-17,0.01394241
1951-01-18,0.01395297
1951-01-19,0.01396255
1951-01-20,0.01397115
1951-01-21,0.01397885
1951-01-22,0.01398556
1951-01-23,0.01399130
1951-01-24,0.01399605
1951-01-25,0.01399990
1951-01-26,0.01400270
1951-01-27,0.01400458
1951-01-28,0.01400542
1951-01-29,0.01400535
1951-01-30,0.01400431
1951-01-31,0.01400228
1951-02-01,0.01399927
1951-02-02,0.01399528
1951-02-03,0.01399039
1951-02-04,0.01398444
1951-02-05,0.01397759
1951-02-06,0.01396975
1951-02-07,0.01396094
1951-02-08,0.01395122
1951-02-09,0.01394045
1951-02-10,0.01392884
1951-02-11,0.01391618
1951-02-12,0.01390261
1951-02-13,0.01388813
1951-02-14,0.01387268
1951-02-15,0.01385631
1951-02-16,0.01383904
1951-02-17,0.01382078
1951-02-18,0.01380162
1951-02-19,0.01378155
1951-02-20,0.01376063
1951-02-21,0.01373874
1951-02-22,0.01371601
1951-02-23,0.01369237
1951-02-24,0.01366782
1951-02-25,0.01364243
1951-02-26,0.01361614
1951-02-27,0.01358907
1951-02-28,0.01356109
1951-03-01,0.01353228
1951-03-02,0.01350262
1951-03-03,0.01347220
1951-03-04,0.01344087
1951-03-05,0.01340883
1951-03-06,0.01337596
1951-03-07,0.01334225
1951-03-08,0.01330784
1951-03-09,0.01327266
1951-03-10,0.01323664
1951-03-11,0.01319999
1951-03-12,0.01316250
1951-03-13,0.01312439
1951-03-14,0.01308550
1951-03-15,0.01304591
1951-03-16,0.01300563
1951-03-17,0.01296471
1951-03-18,0.01292310
1951-03-19,0.01288085
1951-03-20,0.01283798
1951-03-21,0.01279448
1951-03-22,0.01275034
1951-03-23,0.01270558
1951-03-24,0.01266026
1951-03-25,0.01261438
1951-03-26,0.01256794
1951-03-27,0.01252094
1951-03-28,0.01247338
1951-03-29,0.01242533
1951-03-30,0.01237679
1951-03-31,0.01232776
1951-04-01,0.01227825
1951-04-02,0.01222824
1951-04-03,0.01217781
1951-04-04,0.01212697
1951-04-05,0.01207570
1951-04-06,0.01202401
1951-04-07,0.01197198
1951-04-08,0.01191952
1951-04-09,0.01186672
1951-04-10,0.01181363
1951-04-11,0.01176020
1951-04-12,0.01170641
1951-04-13,0.01165242
1951-04-14,0.01159808
1951-04-15,0.01154352
1951-04-16,0.01148869
1951-04-17,0.01143365
1951-04-18,0.01137839
1951-04-19,0.01132293
1951-04-20,0.01126733
1951-04-21,0.01121152
1951-04-22,0.01115556
1951-04-23,0.01109954
1951-04-24,0.01104331
1951-04-25,0.01098708
1951-04-26,0.01093070
1951-04-27,0.01087433
1951-04-28,0.01081789
1951-04-29,0.01076138
1951-04-30,0.01070487
1951-05-01,0.01064843
1951-05-02,0.01059198
1951-05-03,0.01053554
1951-05-04,0.01047917
1951-05-05,0.01042287
1951-05-06,0.01036664
1951-05-07,0.01031054
1951-05-08,0.01025459
1951-05-09,0.01019871
1951-05-10,0.01014304
1951-05-11,0.01008757
1951-05-12,0.01003225
1951-05-13,0.00997714
1951-05-14,0.00992223
1951-05-15,0.00986754
1951-05-16,0.00981313
1951-05-17,0.00975899
1951-05-18,0.00970514
1951-05-19,0.00965163
1951-05-20,0.00959841
1951-05-21,0.00954547
1951-05-22,0.00949294
1951-05-23,0.00944076
1951-05-24,0.00938894
1951-05-25,0.00933753
1951-05-26,0.00928655
1951-05-27,0.00923598
1951-05-28,0.00918590
1951-05-29,0.00913617
1951-05-30,0.00908701
1951-05-31,0.00903826
1951-06-01,0.00899007
1951-06-02,0.00894237
1951-06-03,0.00889516
1951-06-04,0.00884858
1951-06-05,0.00880249
1951-06-06,0.00875696
1951-06-07,0.00871206
1951-06-08,0.00866771
1951-06-09,0.00862400
1951-06-10,0.00858092
1951-06-11,0.00853839
1951-06-12,0.00849657
1951-06-13,0.00845544
1951-06-14,0.00841495
1951-06-15,0.00837515
1951-06-16,0.00833606
1951-06-17,0.00829766
1951-06-18,0.00825996
1951-06-19,0.00822303
1951-06-20,0.00818680
1951-06-21,0.00815141
1951-06-22,0.00811672
1951-06-23,0.00808280
1951-06-24,0.00804965
1951-06-25,0.00801727
1951-06-26,0.00798572
1951-06-27,0.00795502
1951-06-28,0.00792509
1951-06-29,0.00789599
1951-06-30,0.00786780
1951-07-01,0.00784039
1951-07-02,0.00781381
1951-07-03,0.00778814
1951-07-04,0.00776338
1951-07-05,0.00773939
1951-07-06,0.00771638
1951-07-07,0.00769421
1951-07-08,0.00767295
1951-07-09,0.00765260
1951-07-10,0.00763315
1951-07-11,0.00761462
1951-07-12,0.00759700
1951-07-13,0.00758035
1951-07-14,0.00756461
1951-07-15,0.00754979
1951-07-16,0.00753587
1951-07-17,0.00752300
1951-07-18,0.00751097
1951-07-19,0.00749999
1951-07-20,0.00748992
1951-07-21,0.00748075
1951-07-22,0.00747264
1951-07-23,0.00746544
1951-07-24,0.00745921
1951-07-25,0.00745397
1951-07-26,0.00744963
1951-07-27,0.00744634
1951-07-28,0.00744397
1951-07-29,0.00744264
1951-07-30,0.00744222
1951-07-31,0.00744278
1951-08-01,0.00744432
1951-08-02,0.00744683
1951-08-03,0.00745033
1951-08-04,0.00745481
1951-08-05,0.00746019
1951-08-06,0.00746663
1951-08-07,0.00747397
1951-08-08,0.00748229
1951-08-09,0.00749153
1951-08-10,0.00750181
1951-08-11,0.00751300
1951-08-12,0.00752510
1951-08-13,0.00753825
1951-08-14,0.00755223
1951-08-15,0.00756720
1951-08-16,0.00758315
1951-08-17,0.00760000
1951-08-18,0.00761777
1951-08-19,0.00763644
1951-08-20,0.00765603
1951-08-21,0.00767652
1951-08-22,0.00769799
1951-08-23,0.00772030
1951-08-24,0.00774345
1951-08-25,0.00776758
1951-08-26,0.00779255
1951-08-27,0.00781836
1951-08-28,0.00784500
1951-08-29,0.00787256
1951-08-30,0.00790096
1951-08-31,0.00793019
1951-09-01,0.00796027
1951-09-02,0.00799111
1951-09-03,0.00802279
1951-09-04,0.00805525
1951-09-05,0.00808854
1951-09-06,0.00812260
1951-09-07,0.00815743
1951-09-08,0.00819303
1951-09-09,0.00822933
1951-09-10,0.00826640
1951-09-11,0.00830423
1951-09-12,0.00834270
1951-09-13,0.00838194
1951-09-14,0.00842187
1951-09-15,0.00846251
1951-09-16,0.00850377
1951-09-17,0.00854567
1951-09-18,0.00858826
1951-09-19,0.00863148
1951-09-20,0.00867527
1951-09-21,0.00871975
1951-09-22,0.00876472
1951-09-23,0.00881032
1951-09-24,0.00885655
1951-09-25,0.00890327
1951-09-26,0.00895055
1951-09-27,0.00899832
1951-09-28,0.00904665
1951-09-29,0.00909540
1951-09-30,0.00914471
1951-10-01,0.00919443
1951-10-02,0.00924465
1951-10-03,0.00929529
1951-10-04,0.00934634
1951-10-05,0.00939782
1951-10-06,0.00944972
1951-10-07,0.00950196
1951-10-08,0.00955456
1951-10-09,0.00960750
1951-10-10,0.00966080
1951-10-11,0.00971437
1951-10-12,0.00976830
1951-10-13,0.00982250
1951-10-14,0.00987691
1951-10-15,0.00993161
1951-10-16,0.00998658
1951-10-17,0.01004169
1951-10-18,0.01009709
1951-10-19,0.01015262
1951-10-20,0.01020836
1951-10-21,0.01026417
1951-10-22,0.01032019
1951-10-23,0.01037629
1951-10-24,0.01043252
1951-10-25,0.01048882
1951-10-26,0.01054519
1951-10-27,0.01060164
1951-10-28,0.01065815
1951-10-29,0.01071459
1951-10-30,0.01077110
1951-10-31,0.01082754
1951-11-01,0.01088398
1951-11-02,0.01094043
1951-11-03,0.01099673
1951-11-04,0.01105303
1951-11-05,0.01110912
1951-11-06,0.01116521
1951-11-07,0.01122110
1951-11-08,0.01127684
1951-11-09,0.01133244
1951-11-10,0.01138790
1951-11-11,0.01144309
1951-11-12,0.01149813
1951-11-13,0.01155289
1951-11-14,0.01160745
1951-11-15,0.01166172
1951-11-16,0.01171572
1951-11-17,0.01176936
1951-11-18,0.01182279
1951-11-19,0.01187588
1951-11-20,0.01192854
1951-11-21,0.01198093
1951-11-22,0.01203297
1951-11-23,0.01208451
1951-11-24,0.01213571
1951-11-25,0.01218655
1951-11-26,0.01223684
1951-11-27,0.01228678
1951-11-28,0.01233623
1951-11-29,0.01238519
1951-11-30,0.01243365
1951-12-01,0.01248163
1951-12-02,0.01252905
1951-12-03,0.01257598
1951-12-04,0.01262228
1951-12-05,0.01266809
1951-12-06,0.01271335
1951-12-07,0.01275797
1951-12-08,0.01280196
1951-12-09,0.01284539
1951-12-10,0.01288820
1951-12-11,0.01293030
1951-12-12,0.01297178
1951-12-13,0.01301262
1951-12-14,0.01305277
1951-12-15,0.01309221
1951-12-16,0.01313096
1951-12-17,0.01316901
1951-12-18,0.01320636
1951-12-19,0.01324293
1951-12-20,0.01327874
1951-12-21,0.01331378
1951-12-22,0.01334812
1951-12-23,0.01338163
1951-12-24,0.01341436
1951-12-25,0.01344632
1951-12-26,0.01347744
1951-12-27,0.01350780
1951-12-28,0.01353731
1951-12-29,0.01356592
1951-12-30,0.01359376
1951-12-31,0.01362075
1952-01-01,0.01364684
1952-01-02,0.01367209
1952-01-03,0.01369650
1952-01-04,0.01372000
1952-01-05,0.01374259
1952-01-06,0.01376427
1952-01-07,0.01378511
1952-01-08,0.01380498
1952-01-09,0.01382400
1952-01-10,0.01384204
1952-01-11,0.01385918
1952-01-12,0.01387541
1952-01-13,0.01389072
1952-01-14,0.01390506
1952-01-15,0.01391842
1952-01-16,0.01393087
1952-01-17,0.01394241
1952-01-18,0.01395297
1952-01-19,0.01396255
1952-01-20,0.01397115
1952-01-21,0.01397885
1952-01-22,0.01398556
1952-01-23,0.01399130
1952-01-24,0.01399605
1952-01-25,0.01399990
1952-01-26,0.01400270
1952-01-27,0.01400458
1952-01-28,0.01400542
1952-01-29,0.01400535
1952-01-30,0.01400431
1952-01-31,0.01400228
1952-02-01,0.01399927
1952-02-02,0.01399528
1952-02-03,0.01399039
1952-02-04,0.01398444
1952-02-05,0.01397759
1952-02-06,0.01396975
1952-02-07,0.01396094
1952-02-08,0.01395122
1952-02-09,0.01394045
1952-02-10,0.01392884
1952-02-11,0.01391618
1952-02-12,0.01390261
1952-02-13,0.01388813
1952-02-14,0.01387268
1952-02-15,0.01385631
1952-02-16,0.01383904
1952-02-17,0.01382078
1952-02-18,0.01380162
1952-02-19,0.01378155
1952-02-20,0.01376063
1952-02-21,0.01373874
1952-02-22,0.01371601
1952-02-23,0.01369237
1952-02-24,0.01366782
1952-02-25,0.01364243
1952-02-26,0.01361614
1952-02-27,0.01358907
1952-02-28,0.01356109
1952-02-29,0.01353228
1952-03-01,0.01350262
1952-03-02,0.01347220
1952-03-03,0.01344087
1952-03-04,0.01340883
1952-03-05,0.01337596
1952-03-06,0.01334225
1952-03-07,0.01330784
1952-03-08,0.01327266
1952-03-09,0.01323664
1952-03-10,0.01319999
1952-03-11,0.01316250
1952-03-12,0.01312439
1952-03-13,0.01308550
1952-03-14,0.01304591
1952-03-15,0.01300563
1952-03-16,0.01296471
1952-03-17,0.01292310
1952-03-18,0.01288085
1952-03-19,0.01283798
1952-03-20,0.01279448
1952-03-21,0.01275034
1952-03-22,0.01270558
1952-03-23,0.01266026
1952-03-24,0.01261438
1952-03-25,0.01256794
1952-03-26,0.01252094
1952-03-27,0.01247338
1952-03-28,0.01242533
1952-03-29,0.01237679
1952-03-30,0.01232776
1952-03-31,0.01227825
1952-04-01,0.01222824
1952-04-02,0.01217781
1952-04-03,0.01212697
1952-04-04,0.01207570
1952-04-05,0.01202401
1952-04-06,0.01197198
1952-04-07,0.01191952
1952-04-08,0.01186672
1952-04-09,0.01181363
1952-04-10,0.01176020
1952-04-11,0.01170641
1952-04-12,0.01165242
1952-04-13,0.01159808
1952-04-14,0.01154352
1952-04-15,0.01148869
1952-04-16,0.01143365
1952-04-17,0.01137839
1952-04-18,0.01132293
1952-04-19,0.01126733
1952-04-20,0.01121152
1952-04-21,0.01115556
1952-04-22,0.01109954
1952-04-23,0.01104331
1952-04-24,0.01098708
1952-04-25,0.01093070
1952-04-26,0.01087433
1952-04-27,0.01081789
1952-04-28,0.01076138
1952-04-29,0.01070487
1952-04-30,0.01064843
1952-05-01,0.01059198
1952-05-02,0.01053554
1952-05-03,0.01047917
1952-05-04,0.01042287
1952-05-05,0.01036664
1952-05-06,0.01031054
1952-05-07,0.01025459
1952-05-08,0.01019871
1952-05-09,0.01014304
1952-05-10,0.01008757
1952-05-11,0.01003225
1952-05-12,0.00997714
1952-05-13,0.00992223
1952-05-14,0.00986754
1952-05-15,0.00981313
1952-05-16,0.00975899
1952-05-17,0.00970514
1952-05-18,0.00965163
1952-05-19,0.00959841
1952-05-20,0.00954547
1952-05-21,0.00949294
1952-05-22,0.00944076
1952-05-23,0.00938894
1952-05-24,0.00933753
1952-05-25,0.00928655
1952-05-26,0.00923598
1952-05-27,0.00918590
1952-05-28,0.00913617
1952-05-29,0.00908701
1952-05-30,0.00903826
1952-05-31,0.00899007
1952-06-01,0.00894237
1952-06-02,0.00889516
1952-06-03,0.00884858
1952-06-04,0.00880249
1952-06-05,0.00875696
1952-06-06,0.00871206
1952-06-07,0.00866771
1952-06-08,0.00862400
1952-06-09,0.00858092
1952-06-10,0.00853839
1952-06-11,0.00849657
1952-06-12,0.00845544
1952-06-13,0.00841495
1952-06-14,0.00837515
1952-06-15,0.00833606
1952-06-16,0.00829766
1952-06-17,0.00825996
1952-06-18,0.00822303
1952-06-19,0.00818680
1952-06-20,0.00815141
1952-06-21,0.00811672
1952-06-22,0.00808280
1952-06-23,0.00804965
1952-06-24,0.00801727
1952-06-25,0.00798572
1952-06-26,0.00795502
1952-06-27,0.00792509
1952-06-28,0.00789599
1952-06-29,0.00786780
1952-06-30,0.00784039
1952-07-01,0.00781381
1952-07-02,0.00778814
1952-07-03,0.00776338
1952-07-04,0.00773939
1952-07-05,0.00771638
1952-07-06,0.00769421
1952-07-07,0.00767295
1952-07-08,0.00765260
1952-07-09,0.00763315
1952-07-10,0.00761462
1952-07-11,0.00759700
1952-07-12,0.00758035
1952-07-13,0.00756461
1952-07-14,0.00754979
1952-07-15,0.00753587
1952-07-16,0.00752300
1952-07-17,0.00751097
1952-07-18,0.00749999
1952-07-19,0.00748992
1952-07-20,0.00748075
1952-07-21,0.00747264
1952-07-22,0.00746544
1952-07-23,0.00745921
1952-07-24,0.00745397
1952-07-25,0.00744963
1952-07-26,0.00744634
1952-07-27,0.00744397
1952-07-28,0.00744264
1952-07-29,0.00744222
1952-07-30,0.00744278
1952-07-31,0.00744432
1952-08-01,0.00744683
1952-08-02,0.00745033
1952-08-03,0.00745481
1952-08-04,0.00746019
1952-08-05,0.00746663
1952-08-06,0.00747397
1952-08-07,0.00748229
1952-08-08,0.00749153
1952-08-09,0.00750181
1952-08-10,0.00751300
1952-08-11,0.00752510
1952-08-12,0.00753825
1952-08-13,0.00755223
1952-08-14,0.00756720
1952-08-15,0.00758315
1952-08-16,0.00760000
1952-08-17,0.00761777
1952-08-18,0.00763644
1952-08-19,0.00765603
1952-08-20,0.00767652
1952-08-21,0.00769799
1952-08-22,0.00772030
1952-08-23,0.00774345
1952-08-24,0.00776758
1952-08-25,0.00779255
1952-08-26,0.00781836
1952-08-27,0.00784500
1952-08-28,0.00787256
1952-08-29,0.00790096
1952-08-30,0.00793019
1952-08-31,0.00796027
1952-09-01,0.00799111
1952-09-02,0.00802279
1952-09-03,0.00805525
1952-09-04,0.00808854
1952-09-05,0.00812260
1952-09-06,0.00815743
1952-09-07,0.00819303
1952-09-08,0.00822933
1952-09-09,0.00826640
1952-09-10,0.00830423
1952-09-11,0.00834270
1952-09-12,0.00838194
1952-09-13,0.00842187
1952-09-14,0.00846251
1952-09-15,0.00850377
1952-09-16,0.00854567
1952-09-17,0.00858826
1952-09-18,0.00863148
1952-09-19,0.00867527
1952-09-20,0.00871975
1952-09-21,0.00876472
1952-09-22,0.00881032
1952-09-23,0.00885655
1952-09-24,0.00890327
1952-09-25,0.00895055
1952-09-26,0.00899832
1952-09-27,0.00904665
1952-09-28,0.00909540
1952-09-29,0.00914471
1952-09-30,0.00919443
1952-10-01,0.00924465
1952-10-02,0.00929529
1952-10-03,0.00934634
1952-10-04,0.00939782
1952-10-05,0.00944972
1952-10-06,0.00950196
1952-10-07,0.00955456
1952-10-08,0.00960750
1952-10-09,0.00966080
1952-10-10,0.00971437
1952-10-11,0.00976830
1952-10-12,0.00982250
1952-10-13,0.00987691
1952-10-14,0.00993161
1952-10-15,0.00998658
1952-10-16,0.01004169
1952-10-17,0.01009709
1952-10-18,0.01015262
1952-10-19,0.01020836
1952-10-20,0.01026417
1952-10-21,0.01032019
1952-10-22,0.01037629
1952-10-23,0.01043252
1952-10-24,0.01048882
1952-10-25,0.01054519
1952-10-26,0.01060164
1952-10-27,0.01065815
1952-10-28,0.01071459
1952-10-29,0.01077110
1952-10-30,0.01082754
1952-10-31,0.01088398
1952-11-01,0.01094043
1952-11-02,0.01099673
1952-11-03,0.01105303
1952-11-04,0.01110912
1952-11-05,0.01116521
1952-11-06,0.01122110
1952-11-07,0.01127684
1952-11-08,0.01133244
1952-11-09,0.01138790
1952-11-10,0.01144309
1952-11-11,0.01149813
1952-11-12,0.01155289
1952-11-13,0.01160745
1952-11-14,0.01166172
1952-11-15,0.01171572
1952-11-16,0.01176936
1952-11-17,0.01182279
1952-11-18,0.01187588
1952-11-19,0.01192854
1952-11-20,0.01198093
1952-11-21,0.01203297
1952-11-22,0.01208451
1952-11-23,0.01213571
1952-11-24,0.01218655
1952-11-25,0.01223684
1952-11-26,0.01228678
1952-11-27,0.01233623
1952-11-28,0.01238519
1952-11-29,0.01243365
1952-11-30,0.01248163
1952-12-01,0.01252905
1952-12-02,0.01257598
1952-12-03,0.01262228
1952-12-04,0.01266809
1952-12-05,0.01271335
1952-12-06,0.01275797
1952-12-07,0.01280196
1952-12-08,0.01284539
1952-12-09,0.01288820
1952-12-10,0.01293030
